parameter_A,parameter_B,channels,additive_cv_rmse,joint_cv_rmse,interaction_rmse_improvement_pct,additive_cv_r2,joint_cv_r2,interaction_incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_HIRS,OHMIC_ET_lkg_5,A_high_x_high+E_spline_strong_v3_underrepresented,2.0803,1.7959,13.67,0.1373,0.3518,0.2145,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2145."
MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,A_high_x_high,2.043,1.7513,14.277,0.1774,0.3917,0.2143,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2143."
TOPSIN_ET_CapFICM1_0,MEASURE_ET_lkg_70_at20V,A_high_x_high,2.1119,1.8228,13.689,0.1193,0.3332,0.2139,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2139."
MEASURE_ET_lkg_SY8_80,TOPSIN_ET_lkg_C450pf,B_high_x_special_evidence,2.1774,1.9401,10.899,0.036,0.2498,0.2138,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2138."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,THIN_ET_TF_AB_2,E_spline_strong_v3_underrepresented,2.1012,1.8333,12.75,0.1188,0.3324,0.2136,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2136."
THIN_ET_lkg_100_at20V,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,E_spline_strong_v3_underrepresented,2.1478,1.9147,10.855,0.0461,0.2597,0.2136,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2136."
TOPSIN_ET_Gm_max,MEASURE_ET_lkg_C300pf,A_high_x_high,2.0584,1.7668,14.166,0.1562,0.3696,0.2134,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2134."
MEASURE_ET_DC_RF_CF_S12_Ph_L1002,MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,C_broadscreen_outlier_neither_high,2.2505,1.9863,11.74,-0.0047,0.2085,0.2131,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2131."
THIN_ET_lkg_100_at20V,MEASURE_ET_lkg_C300,A_high_x_high,2.0963,1.8389,12.28,0.1072,0.3201,0.2129,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2129."
TOPSIN_ET_lkg_Cap_USV,TOPSIN_ET_CapFICM1,A_high_x_high,2.0042,1.7042,14.972,0.2002,0.413,0.2129,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2129."
MEASURE_ET_R414,MEASURE_ET_DC_RF_Freq_cut_L1018,B_high_x_special_evidence,2.2228,1.9635,11.665,0.0229,0.2357,0.2129,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2129."
TOPSIN_ET_Load_Pull_Id_ini,MEASURE_ET_Cap_C300,E_spline_strong_v3_underrepresented,2.2452,1.9873,11.486,0.0008,0.2137,0.2129,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2129."
FIC_ET_OHMC,MEASURE_ET_RF_Modeling_Fmax,B_high_x_special_evidence,2.2579,2.0014,11.362,-0.0039,0.2088,0.2126,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2126."
MEASURE_ET_Cap_C300FB,MEASURE_ET_DC_RF_CF_S22_Ph_L1018,B_high_x_special_evidence,2.1954,1.9179,12.637,0.0489,0.2613,0.2124,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2124."
TOPSIN_ET_lkg_C175pf,TOPSIN_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high,2.0591,1.7782,13.645,0.1541,0.3664,0.2123,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2123."
TOPSIN_ET_lkg_Cap_USV,THIN_ET_lkg_100_at20V,A_high_x_high,2.1393,1.8998,11.195,0.0594,0.2715,0.2121,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2121."
MEASURE_ET_C300M1B,MEASURE_ET_DC_RF_S22dB_26GHz,C_broadscreen_outlier_neither_high,2.2564,1.991,11.759,-0.0053,0.2068,0.2121,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2121."
MEASURE_ET_C200,THIN_ET_Rc_TF_AB_2,E_spline_strong_v3_underrepresented,2.1578,1.8959,12.138,0.08,0.2921,0.2121,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2121."
THIN_ET_DC_RF_Vg_optt3,MEASURE_ET_lkg_Cap3,E_spline_strong_v3_underrepresented,2.0716,1.7978,13.217,0.148,0.36,0.212,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2120."
TOPSIN_ET_C100Cap1pf,THIN_ET_Rc_TF_AB_2,A_high_x_high,2.0988,1.8183,13.365,0.13,0.3419,0.2119,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2119."
TOPSIN_ET_lkg_CapFICM1,MEASURE_ET_C300FB,B_high_x_special_evidence,2.0859,1.8083,13.31,0.1384,0.3503,0.2119,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2119."
MEASURE_ET_lkg_100,THIN_ET_lkg_C300,B_high_x_special_evidence,2.1238,1.8687,12.011,0.0884,0.3,0.2116,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2116."
THIN_ET_lkg_100_at20V,MEASURE_ET_lkg_70_at20V,A_high_x_high,2.1279,1.8776,11.764,0.0808,0.2922,0.2114,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2114."
TOPSIN_ET_C100C500pf,MEASURE_ET_RF_Modeling_Id_search,C_broadscreen_outlier_neither_high,2.2275,1.9748,11.344,0.0212,0.2325,0.2113,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2113."
FIC_ET_lkg_SY8_80,TOPSIN_ET_lkg_SY07_10,A_high_x_high,2.2072,1.9931,9.703,-0.0104,0.2006,0.2111,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2111."
TOPSIN_ET_Gm_max,THIN_ET_lkg_70_at20V,E_spline_strong_v3_underrepresented,2.0802,1.7992,13.511,0.1389,0.3499,0.211,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2110."
FIC_ET_lkg_SY07_10,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,E_spline_strong_v3_underrepresented,2.1236,1.8715,11.875,0.0931,0.3039,0.2108,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2108."
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,SIN_GATE_ET_lkg_SY8_80,A_high_x_high,2.0051,1.7113,14.654,0.197,0.4075,0.2105,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2105."
TOPSIN_ET_lkg_C450pf,MEASURE_ET_lkg_PAD_10,A_high_x_high,2.21,1.986,10.135,0.0005,0.211,0.2105,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2105."
MEASURE_ET_DC_SEC_Vp_1mA,TOPSIN_ET_lkg_Cap2,A_high_x_high,2.0876,1.8065,13.467,0.1328,0.3431,0.2103,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2103."
TOPSIN_ET_lkg_C385pf,MEASURE_ET_lkg_CapFICM1,B_high_x_special_evidence,2.1863,1.9546,10.596,0.0224,0.2326,0.2102,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2102."
SIN_ET_lkg_SY07_10,MEASURE_ET_lkg_PAD_10,A_high_x_high,2.1492,1.9087,11.191,0.066,0.2761,0.2101,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2101."
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_RF_Vds_max,A_high_x_high,2.188,1.9275,11.907,0.0521,0.2622,0.21,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2100."
SIN_ET_DC_RF_Vbgs1,THIN_ET_DC_RF_Vg_optt1,B_high_x_special_evidence+E_spline_strong_v3_underrepresented,2.1818,1.916,12.182,0.0656,0.2753,0.2097,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2097."
MEASURE_ET_lkg_50_at20V,TOPSIN_ET_DC_SMALL_Vp_1,B_high_x_special_evidence,2.1017,1.827,13.069,0.12,0.3295,0.2095,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2095."
MEASURE_ET_USV_Cappf,THIN_ET_Rc_f_hr_23,A_high_x_high,2.2139,1.9529,11.79,0.0342,0.2436,0.2094,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2094."
MEASURE_ET_lkg_70_at20V,TOPSIN_ET_lkg_SY07_10,A_high_x_high,2.161,1.9213,11.094,0.0497,0.2585,0.2089,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2089."
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,A_high_x_high,2.1854,1.9508,10.734,0.0265,0.2355,0.2089,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2089."
TOPSIN_ET_lkg_SY8_80,MEASURE_ET_RF_Modeling_Vp_01_W,B_high_x_special_evidence,2.0802,1.8096,13.01,0.1358,0.3445,0.2087,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2087."
TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_C500pf,E_spline_strong_v3_underrepresented,2.0481,1.7707,13.543,0.1593,0.3679,0.2087,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2087."
MEASURE_ET_lkg_CapPARCAP,TOPSIN_ET_DC_SMALL_Vp_1,B_high_x_special_evidence,2.0972,1.824,13.027,0.1214,0.33,0.2086,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2086."
FIC_ET_DC_RF_Vg_max_Vd,MEASURE_ET_C200,E_spline_strong_v3_underrepresented,2.2431,1.9969,10.978,0.009,0.2177,0.2086,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2086."
MEASURE_ET_C300pf,SIN_ET_lkg_SY07_10,A_high_x_high,2.016,1.7212,14.621,0.1908,0.3992,0.2085,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2085."
MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,A_high_x_high,2.1573,1.8951,12.151,0.0801,0.2886,0.2085,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2085."
MEASURE_ET_lkg_CapPARCAP,TOPSIN_ET_lkg_C450pf,A_high_x_high,2.1788,1.9552,10.265,0.0299,0.2384,0.2085,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2085."
ANODE_ET_Probe_Number,MEASURE_ET_RGAN2,A_high_x_high,2.1707,1.9164,11.715,0.069,0.2775,0.2085,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2085."
THIN_ET_lkg_100_at20V,MEASURE_ET_lkg_C300pf,A_high_x_high,2.1355,1.885,11.73,0.0727,0.2811,0.2084,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2084."
MEASURE_ET_lkg_SY8_80,THIN_ET_DC_RF_Vg_optt3,B_high_x_special_evidence,2.0719,1.7863,13.783,0.1449,0.3532,0.2084,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2084."
MEASURE_ET_Cap3pf,MEASURE_ET_Rc_TF_AB_2,C_broadscreen_outlier_neither_high,2.1984,1.9398,11.761,0.0496,0.258,0.2084,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2084."
MEASURE_ET_C300M1B,ANODE_ET_Rc_an_ct2_OW_CR,B_high_x_special_evidence,2.1921,1.9281,12.045,0.0502,0.2585,0.2083,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2083."
TOPSIN_ET_lkg_Cap_USV,EBCR2_Ali_Litho_Gate_to_ohmic_alignment,A_high_x_high,2.0275,1.7407,14.149,0.1832,0.3914,0.2082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2082."
MEASURE_ET_DC_Big_Vg_optt2,FIC_ET_DC_RF_Vg_max_Vd,A_high_x_high,2.2264,1.9776,11.172,0.0144,0.2225,0.2081,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2081."
MEASURE_ET_lkg_50,TOPSIN_ET_DC_SMALL_Vp_1,B_high_x_special_evidence,2.0785,1.805,13.158,0.1371,0.345,0.2079,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2079."
MEASURE_ET_DC_Stress_Id_stress_before,THIN_ET_Rc_OG142,A_high_x_high,2.1686,1.9133,11.771,0.0647,0.2724,0.2077,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2077."
SIN_ET_lkg_SY07_10,TOPSIN_ET_lkg_Cap3,A_high_x_high,2.1573,1.9136,11.297,0.0684,0.2761,0.2077,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2077."
TOPSIN_ET_Load_Pull_Id_ini,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,A_high_x_high+D_v3_multichannel_corroborated,2.2523,1.9937,11.481,-0.0043,0.2033,0.2076,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2076."
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,MEASURE_ET_DC_RF_Vbin_gd,B_high_x_special_evidence,2.1613,1.9,12.09,0.0799,0.2875,0.2076,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2076."
TOPSIN_ET_lkg_CapFICM1,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,A_high_x_high,2.0,1.7084,14.583,0.2054,0.4129,0.2075,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2075."
SIN_ET_lkg_SY07_10,TOPSIN_ET_DC_SMALL_Vp_1,B_high_x_special_evidence,2.0561,1.7796,13.448,0.1536,0.3611,0.2075,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2075."
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,FIC_ET_DC_RF_Vds_max,A_high_x_high,2.1999,1.9297,12.279,0.0447,0.2519,0.2072,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2072."
MEASURE_ET_USV_Cappf_0,THIN_ET_Rc_TF_AB_2,A_high_x_high,2.1388,1.8699,12.571,0.0969,0.3041,0.2072,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2072."
MEASURE_ET_DC_RF_Max_S11_Ph_L2180,MEASURE_ET_Cap_C300,E_spline_strong_v3_underrepresented,2.1927,1.9342,11.79,0.052,0.2592,0.2071,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2071."
MEASURE_ET_lkg_Cap2,THIN_ET_lkg_100_at20V,B_high_x_special_evidence,2.1681,1.9387,10.579,0.033,0.24,0.207,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2070."
MEASURE_ET_Load_Pull_ID_comp_Last_mA,MEASURE_ET_DC_RF_Vboff,E_spline_strong_v3_underrepresented,2.2251,1.9722,11.365,0.0242,0.2312,0.207,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2070."
MEASURE_ET_C300FB,TOPSIN_ET_DC_SMALL_Vbgs1,B_high_x_special_evidence,2.1658,1.8956,12.476,0.0755,0.2822,0.2067,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2067."
MEASURE_ET_lkg_C300FM1,TOPSIN_ET_C100CapUSV,B_high_x_special_evidence,2.0368,1.7517,13.997,0.1773,0.3837,0.2064,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2064."
THIN_ET_lkg_100_at20V,THIN_ET_lkg_5,A_high_x_high,2.1557,1.9206,10.908,0.0478,0.254,0.2062,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2062."
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,E_spline_strong_v3_underrepresented,2.115,1.8468,12.68,0.1093,0.3154,0.2062,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2062."
MEASURE_ET_C300pf,TOPSIN_ET_lkg_Cap3,A_high_x_high,2.1235,1.8507,12.85,0.108,0.3141,0.2061,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2061."
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,E_spline_strong_v3_underrepresented,2.103,1.8624,11.443,0.0969,0.3029,0.206,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2060."
TOPSIN_ET_lkg_CapFICM1,MEASURE_ET_C100CapFICM1,B_high_x_special_evidence,2.0548,1.78,13.375,0.1693,0.3752,0.2059,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2059."
MEASURE_ET_Cap3pf_0,MEASURE_ET_Rc_f_hr_23,B_high_x_special_evidence,2.1595,1.8997,12.03,0.083,0.2888,0.2058,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2058."
MEASURE_ET_HIRS,SIN_GATE_ET_lkg_SY8_80,A_high_x_high+E_spline_strong_v3_underrepresented,2.0356,1.7526,13.901,0.1707,0.3765,0.2057,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2057."
TOPSIN_ET_lkg_C385pf,MEASURE_ET_HIRS,B_high_x_special_evidence,2.0754,1.8005,13.248,0.1384,0.344,0.2056,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2056."
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,A_high_x_high,2.099,1.8403,12.323,0.1046,0.3101,0.2055,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2055."
MEASURE_ET_DC_SEC_X_Vp_0p7_mA_mm,MEASURE_ET_DC_SEC_X_Bin,E_spline_strong_v3_underrepresented,2.2152,1.9577,11.624,0.0298,0.2353,0.2055,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2055."
TOPSIN_ET_lkg_Cap1,SIN_GATE_ET_lkg_5,B_high_x_special_evidence,2.1189,1.8761,11.456,0.0911,0.2965,0.2054,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2054."
TOPSIN_ET_lkg_CapPARCAP,TOPSIN_ET_lkg_SY07_10,A_high_x_high,2.1821,1.9691,9.762,0.0168,0.2221,0.2053,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2053."
TOPSIN_ET_Cap2pf_0,MEASURE_ET_Rc_an_ct2,B_high_x_special_evidence,2.2201,1.9698,11.274,0.0294,0.2347,0.2053,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2053."
MEASURE_ET_Vbkdn_CapBig,MEASURE_ET_Rcat_cn_3,B_high_x_special_evidence,2.1997,1.9519,11.267,0.0459,0.2512,0.2053,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2053."
TOPSIN_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_RF_Modeling_Id_search,C_broadscreen_outlier_neither_high,2.1402,1.8712,12.566,0.0942,0.2996,0.2053,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2053."
THIN_ET_lkg_100_at20V,MEASURE_ET_lkg_C300FM1,B_high_x_special_evidence,2.0785,1.8269,12.102,0.1158,0.3209,0.2052,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2052."
MEASURE_ET_lkg_C300FB,THIN_ET_lkg_PAD_10,B_high_x_special_evidence,2.2191,2.0042,9.684,-0.0058,0.1994,0.2052,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2052."
MEASURE_ET_lkg_Cap_USV,MEASURE_ET_lkg_CapFICM1,A_high_x_high,2.1562,1.9229,10.821,0.0506,0.2556,0.205,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2050."
THIN_ET_lkg_100_at20V,MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,E_spline_strong_v3_underrepresented,2.1418,1.9178,10.458,0.0572,0.2622,0.205,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2050."
MEASURE_ET_DC_RF_Vbgs_0p1,MEASURE_ET_C300pf,A_high_x_high,2.1435,1.8657,12.959,0.0942,0.2991,0.2049,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2049."
MEASURE_ET_lkg_C300,TOPSIN_ET_DC_SMALL_Vp_1,B_high_x_special_evidence,2.0773,1.8196,12.408,0.1381,0.3428,0.2047,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2047."
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_SY8_80,C_broadscreen_outlier_neither_high,2.1686,1.9277,11.107,0.0449,0.2496,0.2047,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2047."
TOPSIN_ET_DC_SMALL_Vbgd1,MEASURE_ET_DC_SMALL_Gm_0,E_spline_strong_v3_underrepresented,2.1758,1.9201,11.751,0.0636,0.2683,0.2047,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2047."
MEASURE_ET_lkg_100_at20V,TOPSIN_ET_lkg_C450pf,A_high_x_high,2.1956,1.9693,10.303,0.0248,0.2293,0.2046,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2046."
TOPSIN_ET_lkg_Cap_USV,MEASURE_ET_lkg_Cap_USV,A_high_x_high,2.1659,1.9408,10.392,0.0462,0.2508,0.2046,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2046."
MEASURE_ET_HIRS,FIC_ET_DC_RF_Vdg_max_0p1mA,A_high_x_high+E_spline_strong_v3_underrepresented,2.2508,2.0047,10.934,-0.0031,0.2014,0.2045,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2045."
MEASURE_ET_C300pf,THIN_ET_lkg_C300,B_high_x_special_evidence,2.0293,1.7445,14.034,0.1834,0.3879,0.2045,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2045."
TOPSIN_ET_lkg_C450pf,MEASURE_ET_lkg_C300,A_high_x_high,2.1408,1.9107,10.751,0.069,0.2733,0.2043,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2043."
CATHODE_ET_Rcat_cn_2_OW_ST,TOPSIN_ET_CapUSV_0,B_high_x_special_evidence,2.1861,1.9345,11.51,0.0605,0.2649,0.2043,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2043."
FIC_ET_OHMC,MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd3,C_broadscreen_outlier_neither_high,2.2424,1.996,10.99,0.011,0.2153,0.2043,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2043."
THIN_ET_Ran_con_2,FIC_ET_DC_RF_Gm_0,B_high_x_special_evidence+E_spline_strong_v3_underrepresented,2.1934,1.9454,11.305,0.0426,0.2469,0.2042,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2042."
TOPSIN_ET_DC_PIV_Ids1_QP1,MEASURE_ET_DC_Diode_S11_dB_rev_9p5,B_high_x_special_evidence,2.1688,1.9067,12.086,0.0614,0.2656,0.2042,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2042."
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_lkg_CapPARCAP,A_high_x_high,2.0714,1.795,13.344,0.1431,0.3471,0.2041,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2041."
FIC_ET_lkg_SY8_80,TOPSIN_ET_C100CapUSV,A_high_x_high,2.058,1.7865,13.194,0.1574,0.3613,0.2039,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2039."
TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,A_high_x_high,2.1662,1.9565,9.678,0.0248,0.2284,0.2036,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2036."
TOPSIN_ET_DC_RF_Vg_gm_max,THIN_ET_lkg_C300,B_high_x_special_evidence,2.0223,1.7461,13.655,0.1879,0.3914,0.2035,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2035."
MEASURE_ET_lkg_C300M1B,THIN_ET_lkg_100_at20V,B_high_x_special_evidence,2.1295,1.8928,11.115,0.0826,0.2859,0.2033,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2033."
CATHODE_ET_Rcat_cn_2,MEASURE_ET_DC_SEC_Gm_0,B_high_x_special_evidence,2.1213,1.8643,12.114,0.1114,0.3147,0.2033,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2033."
TOPSIN_ET_lkg_C500pf,THIN_ET_lkg_C300,C_broadscreen_outlier_neither_high,2.148,1.9114,11.015,0.0648,0.268,0.2033,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2033."
SIN_ET_DC_RF_Id_gm_max,MEASURE_ET_DC_RF_Max_S11_Ph_L1018,C_broadscreen_outlier_neither_high,2.2467,1.989,11.471,0.0043,0.2076,0.2032,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2032."
SIN_ET_lkg_SY07_10,TOPSIN_ET_C100CapUSV,A_high_x_high,2.0251,1.7432,13.924,0.1853,0.3883,0.203,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2030."
MEASURE_ET_lkg_C300FM1,OHMIC_ET_lkg_5,B_high_x_special_evidence,2.144,1.907,11.051,0.0613,0.2642,0.2029,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2029."
FIC_ET_Gate_res,THIN_ET_R_400_VER,C_broadscreen_outlier_neither_high,2.1907,1.9458,11.179,0.0455,0.2482,0.2027,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.2027."
