parameter_A,parameter_B,channels,additive_cv_rmse,joint_cv_rmse,interaction_rmse_improvement_pct,additive_cv_r2,joint_cv_r2,interaction_incremental_r2,shap_interaction_strength,h_statistic_strength,fold_reproducibility,high_yield_region,low_yield_region,conditional_effect_description,evidence_label,reason
TOPSIN_ET_lkg_C450pf,SIN_GATE_ET_Rc_an_ct2,A_top_score1_nonadditivity,1.966,1.8836,4.189,0.2315,0.2984,0.0669,0.00017,0.0095,5/5,"TOPSIN_ET_lkg_C450pf in [0.04826, 0.06232] AND SIN_GATE_ET_Rc_an_ct2 in [0.2038, 0.2211]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND SIN_GATE_ET_Rc_an_ct2 in [0.2445, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when SIN_GATE_ET_Rc_an_ct2 is low = -1.631 pt, medium = -2.111 pt, high = -2.811 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when SIN_GATE_ET_Rc_an_ct2 is high (a decrease of 2.811 pt) and smallest when SIN_GATE_ET_Rc_an_ct2 is low (1.631 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0669."
THIN_ET_lkg_100_at20V,THIN_ET_Rc_cat_ct2,A_top_score1_nonadditivity,1.9646,1.8816,4.223,0.2252,0.2908,0.0657,0.0,0.0,5/5,"THIN_ET_lkg_100_at20V in [0.04549, 0.06038] AND THIN_ET_Rc_cat_ct2 in [0.2047, 0.2213]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND THIN_ET_Rc_cat_ct2 in [0.2422, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when THIN_ET_Rc_cat_ct2 is low = -1.641 pt, medium = -1.786 pt, high = -3.296 pt. The effect of THIN_ET_lkg_100_at20V is largest when THIN_ET_Rc_cat_ct2 is high (a decrease of 3.296 pt) and smallest when THIN_ET_Rc_cat_ct2 is low (1.641 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0657."
SIN_GATE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,C_existing_h_statistic,1.9845,1.9007,4.223,0.2193,0.283,0.0638,0.0,0.0,5/5,"SIN_GATE_ET_Rc_OG142_GN in [0.1797, 0.2039] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","SIN_GATE_ET_Rc_OG142_GN in [0.2282, 0.247] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of SIN_GATE_ET_Rc_OG142_GN (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.477 pt, medium = -0.943 pt, high = -2.116 pt. The effect of SIN_GATE_ET_Rc_OG142_GN is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 2.116 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (0.477 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0638."
MEASURE_ET_ABVIETCH,MEASURE_ET_DC_RF2_S22dB_26GHz,B_existing_shap_interaction+C_existing_h_statistic,2.1274,2.053,3.498,0.1079,0.1707,0.0628,0.02111,0.3508,5/5,"MEASURE_ET_ABVIETCH in [26.26, +inf] AND MEASURE_ET_DC_RF2_S22dB_26GHz in [-inf, -13.82]","MEASURE_ET_ABVIETCH in [-inf, 22.84] AND MEASURE_ET_DC_RF2_S22dB_26GHz in [-12.7, -11.83]","Effect of MEASURE_ET_ABVIETCH (low->high) on Yield: when MEASURE_ET_DC_RF2_S22dB_26GHz is low = +0.603 pt, medium = +2.198 pt, high = +2.167 pt. The effect of MEASURE_ET_ABVIETCH is largest when MEASURE_ET_DC_RF2_S22dB_26GHz is medium (an increase of 2.198 pt) and smallest when MEASURE_ET_DC_RF2_S22dB_26GHz is low (0.603 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0628."
TOPSIN_ET_lkg_C450pf,MEASURE_ET_DC_RF_Id_Vbon_min,C_existing_h_statistic,1.9931,1.9136,3.992,0.2107,0.2731,0.0624,1e-05,0.0008,5/5,"TOPSIN_ET_lkg_C450pf in [0.04826, 0.06232] AND MEASURE_ET_DC_RF_Id_Vbon_min in [38.08, +inf]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND MEASURE_ET_DC_RF_Id_Vbon_min in [36.75, 38.08]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when MEASURE_ET_DC_RF_Id_Vbon_min is low = -2.791 pt, medium = -2.546 pt, high = -1.193 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when MEASURE_ET_DC_RF_Id_Vbon_min is low (a decrease of 2.791 pt) and smallest when MEASURE_ET_DC_RF_Id_Vbon_min is high (1.193 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0624."
TOPSIN_ET_lkg_C450pf,FIC_ET_Rc_f_hr_23,A_top_score1_nonadditivity,1.9678,1.8816,4.38,0.2232,0.2843,0.0612,0.0,0.0,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND FIC_ET_Rc_f_hr_23 in [0.2025, 0.2205]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND FIC_ET_Rc_f_hr_23 in [0.2415, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when FIC_ET_Rc_f_hr_23 is low = -2.083 pt, medium = -1.854 pt, high = -2.811 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when FIC_ET_Rc_f_hr_23 is high (a decrease of 2.811 pt) and smallest when FIC_ET_Rc_f_hr_23 is medium (1.854 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0612."
TOPSIN_ET_CapPARCAP_0,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,1.9583,1.8783,4.085,0.2389,0.2998,0.0609,0.0,0.0,5/5,"TOPSIN_ET_CapPARCAP_0 in [0.2016, 0.2231] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","TOPSIN_ET_CapPARCAP_0 in [0.2398, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of TOPSIN_ET_CapPARCAP_0 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.784 pt, medium = -1.149 pt, high = -1.953 pt. The effect of TOPSIN_ET_CapPARCAP_0 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 1.953 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (0.784 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0609."
OHMIC_ET_OHMC,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,2.0284,1.9507,3.83,0.1891,0.2499,0.0608,0.0,0.0,5/5,"OHMIC_ET_OHMC in [-inf, 11.94] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","OHMIC_ET_OHMC in [14.22, 15.59] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of OHMIC_ET_OHMC (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -1.692 pt, medium = -0.330 pt, high = -0.228 pt. The effect of OHMIC_ET_OHMC is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (a decrease of 1.692 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (0.228 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0608."
MEASURE_ET_DC_Big_S12dB_10GHz,MEASURE_ET_DC_Stress_Id_stress_before,D_tree_path_cooccurrence,2.1863,2.1113,3.43,0.0615,0.1216,0.0601,0.00117,0.0131,5/5,"MEASURE_ET_DC_Big_S12dB_10GHz in [-24.27, -22.73] AND MEASURE_ET_DC_Stress_Id_stress_before in [2.75, +inf]","MEASURE_ET_DC_Big_S12dB_10GHz in [-22.73, +inf] AND MEASURE_ET_DC_Stress_Id_stress_before in [-0.3852, 0.9351]","Effect of MEASURE_ET_DC_Big_S12dB_10GHz (low->high) on Yield: when MEASURE_ET_DC_Stress_Id_stress_before is low = -0.556 pt, medium = -0.187 pt, high = -1.634 pt. The effect of MEASURE_ET_DC_Big_S12dB_10GHz is largest when MEASURE_ET_DC_Stress_Id_stress_before is high (a decrease of 1.634 pt) and smallest when MEASURE_ET_DC_Stress_Id_stress_before is medium (0.187 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0601."
THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_SMALL_Vdg_max,C_existing_h_statistic,1.9582,1.8813,3.929,0.235,0.2948,0.0599,2e-05,0.0024,5/5,"THIN_ET_lkg_100_at20V in [-inf, 0.04549] AND TOPSIN_ET_DC_SMALL_Vdg_max in [-inf, 28.59]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND TOPSIN_ET_DC_SMALL_Vdg_max in [28.59, 29.79]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when TOPSIN_ET_DC_SMALL_Vdg_max is low = -1.621 pt, medium = -2.203 pt, high = -2.742 pt. The effect of THIN_ET_lkg_100_at20V is largest when TOPSIN_ET_DC_SMALL_Vdg_max is high (a decrease of 2.742 pt) and smallest when TOPSIN_ET_DC_SMALL_Vdg_max is low (1.621 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0599."
THIN_ET_Rc_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,2.0015,1.9204,4.052,0.2083,0.2681,0.0598,0.0,0.0,5/5,"THIN_ET_Rc_f_hr_23 in [0.1857, 0.2073] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","THIN_ET_Rc_f_hr_23 in [0.2228, 0.2408] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of THIN_ET_Rc_f_hr_23 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.601 pt, medium = -0.528 pt, high = -1.408 pt. The effect of THIN_ET_Rc_f_hr_23 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 1.408 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (0.528 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0598."
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,MEASURE_ET_DC_Big_S12dB_10GHz,B_existing_shap_interaction,2.1658,2.0967,3.192,0.0785,0.1371,0.0585,0.00106,0.021,5/5,"MEASURE_ET_DC_RF_Min_S21_Freq_L1018 in [14.65, 15.33] AND MEASURE_ET_DC_Big_S12dB_10GHz in [-25.63, -24.27]","MEASURE_ET_DC_RF_Min_S21_Freq_L1018 in [-inf, 14.07] AND MEASURE_ET_DC_Big_S12dB_10GHz in [-22.73, +inf]","Effect of MEASURE_ET_DC_RF_Min_S21_Freq_L1018 (low->high) on Yield: when MEASURE_ET_DC_Big_S12dB_10GHz is low = +0.552 pt, medium = +0.972 pt, high = +0.759 pt. The effect of MEASURE_ET_DC_RF_Min_S21_Freq_L1018 is largest when MEASURE_ET_DC_Big_S12dB_10GHz is medium (an increase of 0.972 pt) and smallest when MEASURE_ET_DC_Big_S12dB_10GHz is low (0.552 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0585."
TOPSIN_ET_C100Cap1pf,THIN_ET_R_4000_HOR,D_tree_path_cooccurrence,2.1635,2.0907,3.365,0.0785,0.1362,0.0576,0.00196,0.0276,5/5,"TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND THIN_ET_R_4000_HOR in [20.97, 22.32]","TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND THIN_ET_R_4000_HOR in [23.71, +inf]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when THIN_ET_R_4000_HOR is low = -1.246 pt, medium = -1.489 pt, high = -0.472 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when THIN_ET_R_4000_HOR is medium (a decrease of 1.489 pt) and smallest when THIN_ET_R_4000_HOR is high (0.472 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0576."
MEASURE_ET_lkg_50_at20V,MEASURE_ET_DC_Stress_Id_stress_before,D_tree_path_cooccurrence,2.0976,2.028,3.321,0.1285,0.1853,0.0568,0.00652,0.0704,5/5,"MEASURE_ET_lkg_50_at20V in [0.04449, 0.06443] AND MEASURE_ET_DC_Stress_Id_stress_before in [2.75, +inf]","MEASURE_ET_lkg_50_at20V in [0.1274, +inf] AND MEASURE_ET_DC_Stress_Id_stress_before in [-inf, -0.3852]","Effect of MEASURE_ET_lkg_50_at20V (low->high) on Yield: when MEASURE_ET_DC_Stress_Id_stress_before is low = -1.263 pt, medium = -1.385 pt, high = -2.968 pt. The effect of MEASURE_ET_lkg_50_at20V is largest when MEASURE_ET_DC_Stress_Id_stress_before is high (a decrease of 2.968 pt) and smallest when MEASURE_ET_DC_Stress_Id_stress_before is low (1.263 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0568."
TOPSIN_ET_lkg_C450pf,CATHODE_ET_Rcat_cn_2,C_existing_h_statistic,1.948,1.8719,3.907,0.2455,0.3016,0.0561,0.00021,0.0055,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND CATHODE_ET_Rcat_cn_2 in [0.1765, 0.2035]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND CATHODE_ET_Rcat_cn_2 in [0.2447, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when CATHODE_ET_Rcat_cn_2 is low = -2.321 pt, medium = -1.488 pt, high = -2.716 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when CATHODE_ET_Rcat_cn_2 is high (a decrease of 2.716 pt) and smallest when CATHODE_ET_Rcat_cn_2 is medium (1.488 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0561."
MEASURE_ET_Rc_cat_ct2_OW_ST,TOPSIN_ET_lkg_C450pf,A_top_score1_nonadditivity+C_existing_h_statistic,1.9684,1.8947,3.744,0.226,0.2819,0.0559,0.00076,0.0391,5/5,"MEASURE_ET_Rc_cat_ct2_OW_ST in [0.1856, 0.2039] AND TOPSIN_ET_lkg_C450pf in [-inf, 0.04826]","MEASURE_ET_Rc_cat_ct2_OW_ST in [0.2432, +inf] AND TOPSIN_ET_lkg_C450pf in [0.1248, +inf]","Effect of MEASURE_ET_Rc_cat_ct2_OW_ST (low->high) on Yield: when TOPSIN_ET_lkg_C450pf is low = -0.601 pt, medium = -1.535 pt, high = -0.967 pt. The effect of MEASURE_ET_Rc_cat_ct2_OW_ST is largest when TOPSIN_ET_lkg_C450pf is medium (a decrease of 1.535 pt) and smallest when TOPSIN_ET_lkg_C450pf is low (0.601 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0559."
TOPSIN_ET_Rc_OG144,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,1.9574,1.8821,3.848,0.2417,0.297,0.0553,0.0,0.0,5/5,"TOPSIN_ET_Rc_OG144 in [0.2011, 0.2193] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","TOPSIN_ET_Rc_OG144 in [0.2193, 0.2421] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of TOPSIN_ET_Rc_OG144 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.828 pt, medium = -0.695 pt, high = -2.358 pt. The effect of TOPSIN_ET_Rc_OG144 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 2.358 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (0.695 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0553."
SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rc_cat_ct2,A_top_score1_nonadditivity,2.0013,1.933,3.413,0.1954,0.2501,0.0547,2e-05,0.0013,5/5,"SIN_GATE_ET_lkg_SY8_80 in [0.04878, 0.06093] AND THIN_ET_Rc_cat_ct2 in [0.2047, 0.2213]","SIN_GATE_ET_lkg_SY8_80 in [0.1323, +inf] AND THIN_ET_Rc_cat_ct2 in [0.2422, +inf]","Effect of SIN_GATE_ET_lkg_SY8_80 (low->high) on Yield: when THIN_ET_Rc_cat_ct2 is low = -1.957 pt, medium = -1.973 pt, high = -3.071 pt. The effect of SIN_GATE_ET_lkg_SY8_80 is largest when THIN_ET_Rc_cat_ct2 is high (a decrease of 3.071 pt) and smallest when THIN_ET_Rc_cat_ct2 is low (1.957 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0547."
FIC_ET_R_f_tn_2,ANODE_ET_Probe_Number,D_tree_path_cooccurrence,2.2096,2.1461,2.873,0.033,0.0867,0.0537,0.00034,0.0718,5/5,"FIC_ET_R_f_tn_2 in [89.67, +inf] AND ANODE_ET_Probe_Number in [-inf, 1.953]","FIC_ET_R_f_tn_2 in [-inf, 85.22] AND ANODE_ET_Probe_Number in [-inf, 1.953]","Effect of FIC_ET_R_f_tn_2 (low->high) on Yield: when ANODE_ET_Probe_Number is low = +1.854 pt, medium = +0.490 pt, high = +0.755 pt. The effect of FIC_ET_R_f_tn_2 is largest when ANODE_ET_Probe_Number is low (an increase of 1.854 pt) and smallest when ANODE_ET_Probe_Number is medium (0.490 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0537."
TOPSIN_ET_lkg_C450pf,THIN_ET_Rc_TF_AB_2,A_top_score1_nonadditivity,1.9558,1.8823,3.756,0.2306,0.2841,0.0535,1e-05,0.0006,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND THIN_ET_Rc_TF_AB_2 in [0.2023, 0.2193]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND THIN_ET_Rc_TF_AB_2 in [0.2388, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when THIN_ET_Rc_TF_AB_2 is low = -2.095 pt, medium = -1.521 pt, high = -2.812 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when THIN_ET_Rc_TF_AB_2 is high (a decrease of 2.812 pt) and smallest when THIN_ET_Rc_TF_AB_2 is medium (1.521 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0535."
MEASURE_ET_Rcat_cn_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,1.9057,1.8359,3.66,0.2824,0.3354,0.053,0.00091,0.1173,5/5,"MEASURE_ET_Rcat_cn_2 in [0.2026, 0.2216] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [6.137, 6.999]","MEASURE_ET_Rcat_cn_2 in [0.2426, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of MEASURE_ET_Rcat_cn_2 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.262 pt, medium = +0.130 pt, high = -0.555 pt. The effect of MEASURE_ET_Rcat_cn_2 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 0.555 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (0.130 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0530."
THIN_ET_lkg_100_at20V,MEASURE_ET_Rcat_cn_3,A_top_score1_nonadditivity,1.9589,1.8948,3.27,0.2307,0.2836,0.0529,0.0,0.0003,5/5,"THIN_ET_lkg_100_at20V in [0.04549, 0.06038] AND MEASURE_ET_Rcat_cn_3 in [-inf, 0.1865]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND MEASURE_ET_Rcat_cn_3 in [0.2407, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when MEASURE_ET_Rcat_cn_3 is low = -2.292 pt, medium = -0.834 pt, high = -3.102 pt. The effect of THIN_ET_lkg_100_at20V is largest when MEASURE_ET_Rcat_cn_3 is high (a decrease of 3.102 pt) and smallest when MEASURE_ET_Rcat_cn_3 is medium (0.834 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0529."
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,MEASURE_ET_ABVIETCH,B_existing_shap_interaction+C_existing_h_statistic,2.1528,2.0889,2.969,0.0819,0.1327,0.0508,0.00243,0.0448,5/5,"MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5 in [12.02, +inf] AND MEASURE_ET_ABVIETCH in [25.13, 26.26]","MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5 in [-inf, 8.947] AND MEASURE_ET_ABVIETCH in [-inf, 22.84]","Effect of MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5 (low->high) on Yield: when MEASURE_ET_ABVIETCH is low = +0.981 pt, medium = -1.215 pt, high = -0.491 pt. The effect of MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5 is largest when MEASURE_ET_ABVIETCH is medium (a decrease of 1.215 pt) and smallest when MEASURE_ET_ABVIETCH is high (0.491 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0508."
THIN_ET_lkg_100_at20V,OHMIC_ET_Rc_an_ct2,A_top_score1_nonadditivity,1.8965,1.8339,3.301,0.2822,0.3321,0.0498,0.0,0.0,5/5,"THIN_ET_lkg_100_at20V in [0.04549, 0.06038] AND OHMIC_ET_Rc_an_ct2 in [0.2066, 0.2217]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND OHMIC_ET_Rc_an_ct2 in [0.2401, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when OHMIC_ET_Rc_an_ct2 is low = -2.072 pt, medium = -1.713 pt, high = -2.620 pt. The effect of THIN_ET_lkg_100_at20V is largest when OHMIC_ET_Rc_an_ct2 is high (a decrease of 2.620 pt) and smallest when OHMIC_ET_Rc_an_ct2 is medium (1.713 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0498."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_DC_RF2_S22dB_26GHz,D_tree_path_cooccurrence,2.1354,2.0737,2.89,0.1066,0.1563,0.0498,0.00508,0.1559,5/5,"TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND MEASURE_ET_DC_RF2_S22dB_26GHz in [-inf, -13.82]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND MEASURE_ET_DC_RF2_S22dB_26GHz in [-10.63, +inf]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_DC_RF2_S22dB_26GHz is low = -0.766 pt, medium = -0.631 pt, high = -1.915 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_DC_RF2_S22dB_26GHz is high (a decrease of 1.915 pt) and smallest when MEASURE_ET_DC_RF2_S22dB_26GHz is medium (0.631 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0498."
MEASURE_ET_DC_RF_CF_S12_Mag_L1002,THIN_ET_Ran_con_2,D_tree_path_cooccurrence,2.1993,2.143,2.559,0.0448,0.094,0.0492,0.00081,0.0312,5/5,"MEASURE_ET_DC_RF_CF_S12_Mag_L1002 in [15.89, +inf] AND THIN_ET_Ran_con_2 in [30.47, +inf]","MEASURE_ET_DC_RF_CF_S12_Mag_L1002 in [14.09, 14.65] AND THIN_ET_Ran_con_2 in [29.13, 30.47]","Effect of MEASURE_ET_DC_RF_CF_S12_Mag_L1002 (low->high) on Yield: when THIN_ET_Ran_con_2 is low = +0.872 pt, medium = +0.992 pt, high = +1.688 pt. The effect of MEASURE_ET_DC_RF_CF_S12_Mag_L1002 is largest when THIN_ET_Ran_con_2 is high (an increase of 1.688 pt) and smallest when THIN_ET_Ran_con_2 is low (0.872 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0492."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,D_tree_path_cooccurrence,2.1839,2.1254,2.682,0.057,0.1041,0.0472,0.00015,0.0029,5/5,"TOPSIN_ET_C100Cap1pf in [0.7786, 0.8364] AND MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos in [12.24, +inf]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos in [12.24, +inf]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos is low = -0.956 pt, medium = -1.451 pt, high = -0.695 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos is medium (a decrease of 1.451 pt) and smallest when MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos is high (0.695 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0472."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,2.0408,1.9798,2.991,0.1769,0.2226,0.0456,0.0,0.0,5/5,"MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5 in [-1.066, -0.9866] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5 in [-0.9866, -0.8974] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = +0.284 pt, medium = -0.183 pt, high = +1.268 pt. The effect of MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (an increase of 1.268 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (0.183 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0456."
TOPSIN_ET_lkg_C450pf,MEASURE_ET_CapPARCAP,C_existing_h_statistic,1.9925,1.9344,2.915,0.2085,0.2526,0.0442,0.00016,0.0057,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND MEASURE_ET_CapPARCAP in [0.2036, 0.2235]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND MEASURE_ET_CapPARCAP in [0.2235, 0.2426]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when MEASURE_ET_CapPARCAP is low = -2.353 pt, medium = -2.187 pt, high = -2.065 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when MEASURE_ET_CapPARCAP is low (a decrease of 2.353 pt) and smallest when MEASURE_ET_CapPARCAP is high (2.065 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0442."
