raw_csv_parameter_name,spline_relationship_class,spline_evidence_label,spline_nonlinear_advantage,v1_relationship_type,v1_evidence_label,v2_shape,v2_evidence_label,vs_v1_lightgbm,vs_v2_binned
MEASURE_ET_DC_Diode_S21_dB_forw,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_PIV_Ids0_QP2,SATURATION,WEAK,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_C300_0,THRESHOLD,WEAK,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_Load_Pull_Id_ini,SATURATION,WEAK,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_CF_S11_Mag_L1002,SATURATION,WEAK,False,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_Vg_gm_max_W,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_SEC_Gm_0,U_SHAPED,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_Gate_res,PROCESS_WINDOW,WEAK,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg,U_SHAPED,WEAK,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_RF_Ft,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_DC_SMALL_Vds_max,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_Rc_f_tn_23,U_SHAPED,WEAK,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_X_Vboff_Id,THRESHOLD,WEAK,False,flat_no_clear_effect,INCONCLUSIVE,threshold,STRONG,NEITHER,OTHER_METHOD_ONLY
TOPSIN_ET_DC_RF_Vbgd_0p01,COMPLEX_NONLINEAR,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
BRGM_ET_i5021_2,SATURATION,WEAK,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,SATURATION,WEAK,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_X_Ids_max,PROCESS_WINDOW,WEAK,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
TOPSIN_ET_TANR,SATURATION,WEAK,False,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg,THRESHOLD,WEAK,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
OHMIC_ET_OHMIC_conc,THRESHOLD,WEAK,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_Cap3pf,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_DC_PIV_Ids1_QP3,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second_FPSD3p2,SATURATION,WEAK,True,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
FIN_Etch_Hard_Bias,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MESA_ET_Probe_Number,THRESHOLD,WEAK,True,,not_screened_by_v1,U_shape,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TFRP_ET_Probe_Number,COMPLEX_NONLINEAR,WEAK,False,,not_screened_by_v1,threshold,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
THIN_Measure1_Glue_thickness,SATURATION,WEAK,True,,not_screened_by_v1,inverted_U,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_S_Ron_SD3p5,PROCESS_WINDOW,WEAK,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
FIC_ET_DC_RF_Vdg_max_0p1,U_SHAPED,WEAK,True,,not_screened_by_v1,U_shape,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_DC_SMALL_Vp_01,COMPLEX_NONLINEAR,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_Min_S21_Mag_L1018,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
THIN_ET_R_f_tn_1,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_Big_Ids_m0p2,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_Ids_m2,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig_SD3p5,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
VIA_Etch_Via_etch_end_point_time,THRESHOLD,WEAK,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
HIRS_M_Gauge_P_E_MoSi,PROCESS_WINDOW,WEAK,True,,not_screened_by_v1,inverted_U,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,COMPLEX_NONLINEAR,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_CF_S12_Ph_L1002,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
THIN_ET_R_f_hr_2,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
OHMIC_ET_Probe_Number,SATURATION,WEAK,False,,not_screened_by_v1,inverted_U,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_DC_RF_n_gd,U_SHAPED,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
THIN_ET_Er,INVERTED_U,WEAK,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_RF_S21ang_26GHz,COMPLEX_NONLINEAR,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_SD3p5,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm,THRESHOLD,WEAK,True,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_RF_CF_S11_Mag_L1018,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_RF_ids_m0p2_W,PROCESS_WINDOW,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RD_S12dB_18GHz,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_Vp_01_W,THRESHOLD,WEAK,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_RF_Modeling_Vp_1_W,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
FIC_ET_DC_PIV_Ids0_QP3,SATURATION,WEAK,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_C175pf,U_SHAPED,WEAK,False,,not_screened_by_v1,monotonic,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
TOPSIN_ET_G2_per_6K,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_Load_Pull_PhL_set,COMPLEX_NONLINEAR,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_S12dB_10GHz,U_SHAPED,WEAK,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
TOPSIN_ET_Cap1pf,INVERTED_U,WEAK,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_Freq_cut_L1002,THRESHOLD,WEAK,True,,not_screened_by_v1,inverted_U,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_R_f_tn_2,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_Stress_Id_max_Ig_before,SATURATION,WEAK,True,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_Big_MAG_18GHz,U_SHAPED,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
SIN_Thickness2_RefractiveIndex,SATURATION,WEAK,False,,not_screened_by_v1,threshold,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
BPLATE_Height_BPLATE_metal_thickness,COMPLEX_NONLINEAR,WEAK,False,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_CF_S21_Mag_L2180,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
TFRP_ET_TF_AB_1,SATURATION,WEAK,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_Load_Pull_Pin_Last,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_Vg_Vds_max,INVERTED_U,WEAK,False,,not_screened_by_v1,inverted_U,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_DC_RF_Vdg_max_0p1,PROCESS_WINDOW,WEAK,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
THIN_ET_DC_RF_Vp_01,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_RF_Modeling_Vp_01_W,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_CF_S21_Ph_L1018,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_RF_Modeling_S21dB_10GHz,INVERTED_U,WEAK,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RD_S12ang_18GHz,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
FIC_ET_Ig_mAmm_at_Vd_cond,INVERTED_U,WEAK,True,,not_screened_by_v1,inverted_U,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
BRIDGE_METAL_Height2_BRGM_Height2,THRESHOLD,WEAK,False,,not_screened_by_v1,monotonic,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_RGAN3,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_Big_Vp_1,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
ANODE_ET_Ran_con_3_OW_CR,PROCESS_WINDOW,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_C300FB,PROCESS_WINDOW,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_Big_Vds_max_0p1mA,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_Load_Pull_Pin_Cut,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_SD3p5,THRESHOLD,WEAK,True,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_RF_Modeling_S21_25G_After,U_SHAPED,WEAK,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
FP2_Height1_FP2_Height1,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
ANODE_ET_Ran_con_3,THRESHOLD,WEAK,False,flat_no_clear_effect,INCONCLUSIVE,threshold,INCONCLUSIVE,NEITHER,NEITHER
TOPSIN_ET_Load_Pull_ID_comp_Last_mA,COMPLEX_NONLINEAR,WEAK,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_RF_Modeling_Cds,INVERTED_U,WEAK,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
TOPSIN_ET_C385pf_0,SATURATION,WEAK,False,,not_screened_by_v1,monotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RD_Vboff,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg_FPSD3p2,PROCESS_WINDOW,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
SIN_ET_DC_RF_Vds_max,THRESHOLD,WEAK,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_Vbon_min,COMPLEX_NONLINEAR,WEAK,False,flat_no_clear_effect,INCONCLUSIVE,threshold,MODERATE,NEITHER,OTHER_METHOD_ONLY
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_FPSD3p2,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RD_Vg_Vbon_max,THRESHOLD,WEAK,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_FPSD3p2,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_Big_S11dB_10GHz,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_Load_Pull_GL_meas,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
ABVIA_CD_AB_VIA_litho,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
THIN_ET_Ran_con_3,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
FIC_ET_DC_RF_Vg_max_Vd,SATURATION,WEAK,False,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,STRONG,NEITHER,OTHER_METHOD_ONLY
BRGM_Height3_TOP_metal_thickness,THRESHOLD,WEAK,False,,not_screened_by_v1,inverted_U,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_FPSD3p2,SATURATION,WEAK,False,,not_screened_by_v1,threshold,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
SIN_GATE_ET_R414,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF2_S21dB_26GHz,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_SD3p5,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_PIV_Ids0_QP3,THRESHOLD,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
SIN_Thickness1_RefractiveIndex,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_SD3p5,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
FIC_ET_Probe_Number,SATURATION,WEAK,False,flat_no_clear_effect,INCONCLUSIVE,threshold,MODERATE,NEITHER,OTHER_METHOD_ONLY
THIN_Measure2GN_Thickness_after_grinding,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MESA_Height_Mesa_Height,SATURATION,WEAK,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
GATE2_CD_330nm_Gate_Win_Length,SATURATION,WEAK,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MESA_CD_Mesa_CD_Radius,THRESHOLD,WEAK,False,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
THIN_ET_Cap20,FLAT,INCONCLUSIVE,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_RF_Vds_max_0p1mA,FLAT,INCONCLUSIVE,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_FPSD3p2,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,threshold,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_DC_SMALL_Vbgs1,FLAT,INCONCLUSIVE,False,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,WEAK,NEITHER,NEITHER
MEASURE_ET_DC_RD_Vboff_ON,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
OHMIC_Thickness_SiN_Thickness,FLAT,INCONCLUSIVE,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ThicknessGN_SiN_Thickness,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_C100CapFICM1,FLAT,INCONCLUSIVE,True,,not_screened_by_v1,inverted_U,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_RF_Modeling_Mag_m,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
FIC_ET_DC_RF_Vg_max_Vd_0p1,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,monotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
THIN_ET_sh_GA142,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
ANODE_ET_Ran_con_2_OW_CR,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,monotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
SIN_GATE_ET_Ran_con_1,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_Load_Pull_PhL_set,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
OHMIC_ET_R214,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,inverted_U,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg_SD3p5,FLAT,INCONCLUSIVE,True,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_Cap_C300FB,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_DC_SMALL_Vbin_gs,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_Load_Pull_P.A.E_Last,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_C100CapUSV,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
SIN_GATE_ET_Ran_con_2,FLAT,INCONCLUSIVE,False,flat_no_clear_effect,INCONCLUSIVE,threshold,MODERATE,NEITHER,OTHER_METHOD_ONLY
TOPSIN_ET_C100C385pf,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_Rsh_an_ct2_OW_CR,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,threshold,STRONG,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
SIN_ET_DC_RF_Vg_max_Vd_0p1mA,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,NEITHER_OR_NOT_SCREENED,NEITHER
TOPSIN_ET_C100C450pf,FLAT,INCONCLUSIVE,True,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
ANODE_ET_C_AN_2_OW_CR,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,threshold,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_FPSD3p2,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,monotonic,WEAK,NEITHER_OR_NOT_SCREENED,NEITHER
SIN_ET_DC_RF_Vt_gs,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_G2_per_6K,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
MEASURE_ET_DC_SEC_S_Ids_max_norm_SD3p5,FLAT,INCONCLUSIVE,False,,not_screened_by_v1,threshold,MODERATE,NEITHER_OR_NOT_SCREENED,OTHER_METHOD_ONLY
