parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_DC_SEC_Vbin_gs,THIN_ET_C20_0,TOPSIN_ET_lkg_5,3_edge_plus_high_or_medium_conditional,2.1935,2.1821,0.518,0.0461,0.0588,0.0127,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0127 -- inconsistent."
FIC_ET_Gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,SIN_GATE_ET_Rc_OG142_GN,2_shared_node_chaining,2.1711,2.1609,0.468,0.0524,0.065,0.0126,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0126 -- inconsistent."
FIC_ET_Bad_Gates,MEASURE_ET_HIRS,TOPSIN_ET_DC_SMALL_Vbgd1,3_edge_plus_high_or_medium_conditional,2.1783,2.1578,0.939,0.0653,0.0778,0.0125,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0125 -- inconsistent."
THIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.1924,2.178,0.659,0.0464,0.0588,0.0124,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0124 -- inconsistent."
FIC_ET_DC_RF_Vbgs_0p01,OHMIC_ET_lkg_5,THIN_ET_Rc_TF_AB_2,6_hub_triple_interaction_neighborhood,2.0243,2.0134,0.543,0.1794,0.1918,0.0124,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0124 -- inconsistent."
MEASURE_ET_C200_0,MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1433,2.1323,0.514,0.089,0.1012,0.0123,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0123 -- inconsistent."
OHMIC_ET_Rsh_an_ct2,THIN_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_C100CapPARCAP,3_edge_plus_high_or_medium_conditional,2.1734,2.1549,0.848,0.0634,0.0757,0.0123,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0123 -- inconsistent."
FIC_ET_Gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,2.2247,2.2159,0.393,0.0057,0.0179,0.0122,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0122 -- inconsistent."
MEASURE_ET_DC_SEC_Vbin_gs,MEASURE_ET_lkg_50_at20V,THIN_ET_C20_0,3_edge_plus_high_or_medium_conditional,2.1714,2.1596,0.54,0.0661,0.0783,0.0122,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0122 -- inconsistent."
FIC_ET_Rc_f_tn_23,MEASURE_ET_lkg_C300pf,SIN_ET_DC_RF_Vg_gm_max,3_edge_plus_high_or_medium_conditional,2.126,2.1064,0.919,0.1065,0.1186,0.0121,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0121 -- inconsistent."
MEASURE_ET_DC_RF_Vbin_gs,MEASURE_ET_lkg_C300,TOPSIN_ET_DC_RF_Imax,3_edge_plus_high_or_medium_conditional,2.1406,2.1291,0.536,0.0862,0.0983,0.0121,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0121 -- inconsistent."
TOPSIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,1_triangle+2_shared_node_chaining,2.2296,2.2166,0.586,0.0151,0.0271,0.012,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0120 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,MEASURE_ET_lkg_CapFICBRGM,TOPSIN_ET_DC_RF_Imax,2_shared_node_chaining,2.199,2.1888,0.463,0.0427,0.0548,0.012,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0120 -- inconsistent."
MEASURE_ET_DC_RF_Vbin_gs,MEASURE_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_DC_RF_Imax,3_edge_plus_high_or_medium_conditional,2.1597,2.1506,0.424,0.0667,0.0787,0.012,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0120 -- inconsistent."
MEASURE_ET_CapPARCAP,MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_Cap3pf_0,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1542,2.1448,0.439,0.0737,0.0855,0.0118,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0118 -- inconsistent."
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,THIN_ET_DC_RF_Vp_1,TOPSIN_ET_lkg_C450pf,6_hub_triple_interaction_neighborhood,2.099,2.0876,0.542,0.1288,0.1407,0.0118,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0118 -- inconsistent."
MEASURE_ET_DC_Diode_Rs_9p5,MEASURE_ET_DC_RF_Max_S11_Freq_L1002,MEASURE_ET_lkg_Cap1,2_shared_node_chaining,2.1833,2.1737,0.437,0.053,0.0648,0.0117,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0117 -- inconsistent."
THIN_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_0,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,2.0569,2.0448,0.588,0.1625,0.1742,0.0117,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0117 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rcat_cn_3,THIN_ET_lkg_100_at20V,2_shared_node_chaining,2.0217,2.0102,0.568,0.1894,0.2011,0.0117,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0117 -- inconsistent."
MEASURE_ET_CapPARCAP_0,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rcat_cn_3,2_shared_node_chaining,2.1392,2.1286,0.497,0.0919,0.1035,0.0116,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0116 -- inconsistent."
MEASURE_ET_DC_Big_Vg_optt2,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_DC_Stress_Vp_after,2_shared_node_chaining,2.1995,2.1879,0.527,0.0465,0.0581,0.0116,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0116 -- inconsistent."
OHMIC_ET_lkg_5,TOPSIN_ET_DC_RF_Idss,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1337,2.1228,0.514,0.0962,0.1078,0.0116,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0116 -- inconsistent."
FIC_ET_lkg_SY07_10,MEASURE_ET_DC_SEC_Vp_1mA,THIN_ET_lkg_100_at20V,6_hub_triple_interaction_neighborhood,2.1177,2.1061,0.545,0.1106,0.1221,0.0116,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0116 -- inconsistent."
MEASURE_ET_C100C175pf,MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.133,2.1227,0.484,0.0978,0.1093,0.0115,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0115 -- inconsistent."
FIC_ET_Gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,MEASURE_ET_LT_SEC_Vg_Id_min,2_shared_node_chaining,2.2402,2.2308,0.421,-0.0046,0.0069,0.0115,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0115 -- inconsistent."
ANODE_ET_Rc_an_ct2,MEASURE_ET_Load_Pull_Gss,MEASURE_ET_Rcat_cn_2,1_triangle,2.1995,2.184,0.706,0.0448,0.0562,0.0113,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0113 -- inconsistent."
MEASURE_ET_Rc_an_ct2_OW_CR,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.063,2.0523,0.519,0.1503,0.1616,0.0113,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0113 -- inconsistent."
THIN_ET_lkg_100_at20V,TOPSIN_ET_C100CapUSV,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,2.0248,2.0135,0.558,0.1825,0.1938,0.0112,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0112 -- inconsistent."
BRGM_ET_Rsh_F_AB_2,MEASURE_ET_DC_RF_CF_S11_Ph_L1002,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1717,2.1615,0.474,0.0704,0.0814,0.0111,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0111 -- inconsistent."
MEASURE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.0522,2.0417,0.514,0.163,0.174,0.011,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0110 -- inconsistent."
MEASURE_ET_DC_RF_Vbin_gs,MEASURE_ET_Rc_OG144,TOPSIN_ET_DC_RF_Imax,3_edge_plus_high_or_medium_conditional,2.1756,2.1658,0.45,0.0535,0.0645,0.011,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0110 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,TFRP_ET_Rc_TF_AB_2,THIN_ET_Rc_OG142,3_edge_plus_high_or_medium_conditional,2.11,2.1,0.475,0.1085,0.1194,0.0109,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0109 -- inconsistent."
MEASURE_ET_DC_SMALL_Imax,MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_DC_RF_Vg_max_Vd,2_shared_node_chaining,2.1762,2.1655,0.493,0.0648,0.0756,0.0108,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0108 -- inconsistent."
OHMIC_ET_lkg_5,THIN_ET_DC_RF_Id_gm_max,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1101,2.0956,0.689,0.1234,0.1341,0.0108,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0108 -- inconsistent."
MEASURE_ET_DC_SEC_Vbin_gs,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,2.0193,2.0082,0.552,0.1915,0.2023,0.0108,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0108 -- inconsistent."
MEASURE_ET_DC_RF_Vt_gd,MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_Cap3pf_0,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1904,2.1805,0.454,0.0501,0.0608,0.0107,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0107 -- inconsistent."
OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,TOPSIN_ET_Cap_USV,2_shared_node_chaining,2.1135,2.1037,0.465,0.1133,0.124,0.0107,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0107 -- inconsistent."
THIN_ET_Rc_f_hr_23,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.2152,2.1994,0.713,0.0291,0.0397,0.0106,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0106 -- inconsistent."
MEASURE_ET_Cap2pf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.102,2.092,0.475,0.1227,0.1333,0.0106,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0106 -- inconsistent."
FIC_ET_Gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,MEASURE_ET_LT_SEC_Id_min_mA_mm,2_shared_node_chaining,2.1849,2.1758,0.418,0.0463,0.0568,0.0105,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0105 -- inconsistent."
MEASURE_ET_DC_RF_Vbin_gs,TOPSIN_ET_DC_RF_Imax,TOPSIN_ET_lkg_C450pf,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1177,2.1088,0.421,0.1076,0.118,0.0104,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0104 -- inconsistent."
ANODE_ET_Ran_con_1,SIN_ET_DC_RF_Vbgs_0p01,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.0834,2.0737,0.467,0.1437,0.1542,0.0104,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0104 -- inconsistent."
MEASURE_ET_C_CAT_2,MEASURE_ET_RF_Modeling_Gm,TOPSIN_ET_DC_PIV_Drain_Lag_0,3_edge_plus_high_or_medium_conditional,2.1749,2.166,0.408,0.0676,0.0779,0.0103,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0103 -- inconsistent."
FIC_ET_Bad_Gates,MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_5,3_edge_plus_high_or_medium_conditional,2.1945,2.1843,0.466,0.0492,0.0595,0.0103,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0103 -- inconsistent."
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,OHMIC_ET_lkg_5,3_edge_plus_high_or_medium_conditional,1.9889,1.9805,0.425,0.2065,0.2166,0.0102,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0102 -- inconsistent."
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_100_at20V,1_triangle+6_hub_triple_interaction_neighborhood,2.1336,2.1239,0.451,0.0964,0.1065,0.0101,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0101 -- inconsistent."
MEASURE_ET_DC_RF_Vbin_gs,MEASURE_ET_Load_Pull_Pout_W_mm_last,THIN_ET_DC_RF_Gm_max,2_shared_node_chaining,2.1925,2.1826,0.451,0.0514,0.0614,0.0101,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0101 -- inconsistent."
MEASURE_ET_C_CAT_2,MEASURE_ET_Cap2pf,TOPSIN_ET_Cap2pf,3_edge_plus_high_or_medium_conditional,2.223,2.2085,0.652,0.0252,0.0353,0.0101,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0101 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_lkg_5,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1713,2.1611,0.472,0.0653,0.0753,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_Vbpin,TOPSIN_ET_C100Cap2pf,1_triangle,2.0594,2.0495,0.485,0.1559,0.1659,0.01,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0100 -- inconsistent."
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_Vbpin,THIN_ET_C200_0,1_triangle,2.0853,2.0771,0.394,0.1262,0.1362,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
ANODE_ET_Ran_con_1,FIC_ET_Bad_Gates,MEASURE_ET_lkg_Cap_USV,2_shared_node_chaining,2.1007,2.091,0.466,0.125,0.1351,0.01,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0100 -- inconsistent."
ANODE_ET_Ran_con_1,MEASURE_ET_DC_RF_CF_S11_Ph_L1002,MEASURE_ET_DC_Stress_Id_stress_before,2_shared_node_chaining,2.1967,2.1829,0.628,0.0513,0.0614,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_C385pf,SIN_ET_DC_RF_Vbin_gd,2_shared_node_chaining,2.0136,2.0029,0.533,0.1951,0.2051,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
FIC_ET_lkg_SY8_80,MEASURE_ET_DC_PIV_Ids0_QP1,MEASURE_ET_R414,2_shared_node_chaining,2.1886,2.1793,0.424,0.0491,0.0591,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_DC_Diode_Rs_9p5,MEASURE_ET_DC_RF2_S22dB_26GHz,MEASURE_ET_lkg_Cap1,2_shared_node_chaining,2.1858,2.1752,0.489,0.0562,0.0661,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
FIC_ET_DC_RF_Vbgs_0p01,MEASURE_ET_C300FM1,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,2.0839,2.0675,0.788,0.1379,0.148,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,TOPSIN_ET_DC_PIV_Drain_Lag_1,2_shared_node_chaining,2.0619,2.0459,0.775,0.1645,0.1744,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
FIC_ET_Rc_OG142,MEASURE_ET_DC_RF_Vbon_min,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1914,2.1812,0.463,0.0527,0.0627,0.01,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0100 -- inconsistent."
FIC_ET_Rc_OG142,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rc_OG142_GN,2_shared_node_chaining,2.1764,2.1658,0.487,0.0661,0.0761,0.01,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_DC_SMALL_Imax,MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_DC_RF_Vg_max_Vd,2_shared_node_chaining,2.1897,2.1789,0.494,0.0537,0.0636,0.01,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rc_an_ct2,MEASURE_ET_VIA_KLV,2_shared_node_chaining,2.1803,2.1704,0.455,0.0619,0.0719,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_Probe_Number,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,2.1025,2.0925,0.475,0.1246,0.1346,0.01,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_C_CAT_2,TOPSIN_ET_Vg_gm_max,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1803,2.1674,0.592,0.061,0.071,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
OHMIC_ET_lkg_5,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.0881,2.0777,0.497,0.1342,0.1442,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
OHMIC_ET_lkg_5,TOPSIN_ET_R114,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1264,2.1131,0.626,0.1085,0.1185,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_R414,SIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1421,2.1339,0.379,0.0887,0.0987,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_lkg_C300pf,OHMIC_ET_lkg_5,THIN_ET_Rcat_cn_3,3_edge_plus_high_or_medium_conditional,2.0943,2.085,0.445,0.1252,0.1352,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_KLV_F_AB_4u,TOPSIN_ET_DC_SMALL_Vdg_max,3_edge_plus_high_or_medium_conditional,2.1553,2.1404,0.691,0.0867,0.0967,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
FIC_ET_Gm_max,MEASURE_ET_lkg_5,MEASURE_ET_lkg_C385pf,3_edge_plus_high_or_medium_conditional,2.152,2.1383,0.64,0.0899,0.0999,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_lkg_PAD_10,SIN_ET_DC_RF_Vbgd_0p1,TOPSIN_ET_R_f_hr_3,3_edge_plus_high_or_medium_conditional,2.1494,2.14,0.438,0.0804,0.0905,0.01,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0100 -- inconsistent."
FIC_ET_lkg_SY8_80,MEASURE_ET_HIRS,TOPSIN_ET_lkg_CapFICM1,6_hub_triple_interaction_neighborhood,2.1674,2.1559,0.528,0.074,0.084,0.01,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0100 -- inconsistent."
MEASURE_ET_C_CAT_2,MEASURE_ET_lkg_100,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1188,2.1091,0.458,0.109,0.1189,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,TOPSIN_ET_DC_RF_Imax,TOPSIN_ET_DC_SMALL_Vbgd_0p1,1_triangle+2_shared_node_chaining,2.1691,2.1599,0.422,0.0678,0.0777,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
MEASURE_ET_C385pf,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap2,1_triangle+2_shared_node_chaining,2.1051,2.0946,0.496,0.1222,0.1321,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
MEASURE_ET_CapPARCAP,MEASURE_ET_DC_RF2_S11dB_26GHz,MEASURE_ET_DC_Stress_Id_max_Ig_after,1_triangle+2_shared_node_chaining,2.1055,2.0949,0.501,0.1278,0.1377,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
ANODE_ET_Ran_con_1,MEASURE_ET_LT_SEC_Vbgd1_Vd3,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.0363,2.0249,0.564,0.1809,0.1907,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
ANODE_ET_Ran_con_1,FIC_ET_DC_RF_Vbgs_0p01,MEASURE_ET_lkg_Cap_USV,1_triangle+2_shared_node_chaining,2.0406,2.0301,0.514,0.1751,0.185,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF2_S22dB_26GHz,MEASURE_ET_lkg_100,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1817,2.1687,0.598,0.0604,0.0703,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,2_shared_node_chaining,2.0649,2.0549,0.483,0.1598,0.1697,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_R414,2_shared_node_chaining,2.0734,2.0596,0.662,0.154,0.1639,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
MEASURE_ET_lkg_CapPARCAP,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.153,2.1405,0.581,0.0823,0.0922,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
THIN_ET_DC_RF_Vbgs_0p1,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,2.0199,2.0095,0.513,0.1913,0.2013,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
MEASURE_ET_C300,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1436,2.1292,0.675,0.0909,0.1009,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
FIC_ET_Vp_1,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,THIN_ET_DC_RF_Imax,2_shared_node_chaining,2.2219,2.2058,0.723,0.0258,0.0357,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
FIC_ET_Rc_OG142,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.131,2.1207,0.486,0.1015,0.1114,0.0099,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0099 -- inconsistent."
FIC_ET_Vp_1,MEASURE_ET_DC_SMALL_Imax,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1696,2.1557,0.64,0.0742,0.0841,0.0099,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0099 -- inconsistent."
