parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
ANODE_ET_Ran_con_1,MEASURE_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.0514,2.0403,0.541,0.161,0.1682,0.0072,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0072."
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_R414,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.0832,2.0722,0.529,0.1355,0.1426,0.0071,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0071."
MEASURE_ET_R414,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.2038,2.1924,0.517,0.0393,0.0462,0.007,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0070."
FIC_ET_R_f_tn_2,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,2.069,2.0585,0.506,0.1466,0.1536,0.007,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0070."
MEASURE_ET_HIRS,MEASURE_ET_RF_Modeling_Ft,OHMIC_ET_lkg_5,3_edge_plus_high_or_medium_conditional,2.091,2.0803,0.512,0.1231,0.1292,0.0061,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0061."
THIN_ET_HIRS,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.207,2.1957,0.511,0.0351,0.0406,0.0056,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0056."
FIC_ET_Gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,SIN_ET_DC_RF_Gm_0,2_shared_node_chaining,2.2813,2.2356,2.005,-0.0498,0.0031,0.0529,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0529 -- inconsistent."
FIC_ET_DC_RF_Vbgs_0p01,MEASURE_ET_DC_PIV_Drain_Lag_0,OHMIC_ET_lkg_5,6_hub_triple_interaction_neighborhood,1.9983,1.9527,2.28,0.1804,0.2321,0.0517,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0517 -- inconsistent."
FIC_ET_Gm_m2,FIC_ET_Gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,2_shared_node_chaining,2.2607,2.22,1.8,-0.0324,0.015,0.0473,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0473 -- inconsistent."
MEASURE_ET_C100,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1011,2.0649,1.723,0.1181,0.1554,0.0374,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0374 -- inconsistent."
FIC_ET_Gm_max,MEASURE_ET_DC_RF_Gm_m0p2_W,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,2_shared_node_chaining,2.2533,2.2209,1.438,-0.0219,0.0147,0.0366,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0366 -- inconsistent."
FIC_ET_DC_PIV_Gate_Lag_0,OHMIC_ET_lkg_5,SIN_ET_DC_RF_Vbin_gd,1_triangle+2_shared_node_chaining,2.0034,1.9716,1.592,0.1972,0.2304,0.0332,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0332 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,SIN_ET_DC_RF_Gm_0,SIN_ET_DC_RF_Vbgd_0p1,1_triangle+2_shared_node_chaining,2.1943,2.1667,1.261,0.0381,0.0683,0.0302,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0302 -- inconsistent."
SIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.2269,2.1954,1.413,0.0167,0.0446,0.0279,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0279 -- inconsistent."
MEASURE_ET_Cap2pf,MEASURE_ET_lkg_C300pf,OHMIC_ET_lkg_5,3_edge_plus_high_or_medium_conditional,2.1286,2.1027,1.218,0.0967,0.1244,0.0277,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0277 -- inconsistent."
SIN_ET_DC_RF_Vbgs_0p01,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.1937,2.1673,1.204,0.045,0.0721,0.0272,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0272 -- inconsistent."
MEASURE_ET_DC_RF_Vbin_gs,MEASURE_ET_DC_Stress_Vp_after,TOPSIN_ET_DC_RF_Imax,3_edge_plus_high_or_medium_conditional,2.2231,2.1996,1.055,0.0109,0.0379,0.027,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0270 -- inconsistent."
MEASURE_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_lkg_CapFICM1,3_edge_plus_high_or_medium_conditional,2.0736,2.047,1.284,0.1424,0.169,0.0266,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0266 -- inconsistent."
MEASURE_ET_C300,MEASURE_ET_C300pf,MEASURE_ET_RF_Modeling_S22ang_10GHz,2_shared_node_chaining,2.2296,2.2048,1.109,0.0142,0.0405,0.0263,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0263 -- inconsistent."
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C450pf,6_hub_triple_interaction_neighborhood,2.1004,2.073,1.301,0.1281,0.154,0.0259,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0259 -- inconsistent."
MEASURE_ET_DC_SMALL_Imax,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.153,2.1223,1.423,0.0832,0.1086,0.0254,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0254 -- inconsistent."
OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,TOPSIN_ET_R_f_hr_3,3_edge_plus_high_or_medium_conditional,2.0867,2.062,1.183,0.1342,0.1589,0.0247,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0247 -- inconsistent."
THIN_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_C100CapPARCAP,TOPSIN_ET_Cap3pf_0,3_edge_plus_high_or_medium_conditional,2.1605,2.1378,1.051,0.0725,0.0968,0.0243,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0243 -- inconsistent."
FIC_ET_Gm_m2,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.2028,2.1751,1.259,0.0384,0.0625,0.0241,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0241 -- inconsistent."
MEASURE_ET_C300,MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1331,2.1099,1.087,0.0979,0.122,0.024,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0240 -- inconsistent."
MEASURE_ET_Cap2pf,MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1309,2.1084,1.055,0.0968,0.1206,0.0238,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0238 -- inconsistent."
MEASURE_ET_RF_Modeling_Ft,MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.0749,2.0541,1.003,0.1259,0.1497,0.0238,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0238 -- inconsistent."
TOPSIN_ET_DC_RF_Imax,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.188,2.1623,1.176,0.051,0.0744,0.0234,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0234 -- inconsistent."
MEASURE_ET_R_f_hr_3,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1065,2.082,1.164,0.1232,0.1467,0.0234,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0234 -- inconsistent."
SIN_ET_DC_RF_Gm_0,THIN_ET_DC_RF_Imax,TOPSIN_ET_Gm_max,2_shared_node_chaining,2.1447,2.1172,1.281,0.0873,0.1097,0.0224,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0224 -- inconsistent."
FIC_ET_DC_RF_Vp_01,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1127,2.09,1.077,0.1147,0.137,0.0222,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0222 -- inconsistent."
FIC_ET_Gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,THIN_ET_Rcat_cn_3,2_shared_node_chaining,2.2337,2.2169,0.753,-0.0059,0.0155,0.0214,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0214 -- inconsistent."
FIC_ET_DC_RF_Imax,MEASURE_ET_DC_SEC_Vp_1mA,SIN_ET_DC_RF_Vbgd_0p1,6_hub_triple_interaction_neighborhood,2.1665,2.1459,0.949,0.0683,0.0896,0.0213,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0213 -- inconsistent."
MEASURE_ET_lkg_C300pf,OHMIC_ET_lkg_5,THIN_ET_C200_0,3_edge_plus_high_or_medium_conditional,2.1308,2.1107,0.943,0.0981,0.1192,0.0211,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0211 -- inconsistent."
FIC_ET_lkg_5,TOPSIN_ET_CapUSV_0,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1.9963,1.9744,1.098,0.2058,0.2266,0.0209,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0209 -- inconsistent."
MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,TOPSIN_ET_Cap_USV,2_shared_node_chaining,2.1381,2.1194,0.875,0.0908,0.1116,0.0208,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0208 -- inconsistent."
OHMIC_ET_lkg_5,THIN_ET_DC_RF_n_gs,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1228,2.1028,0.938,0.1045,0.125,0.0205,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0205 -- inconsistent."
MEASURE_ET_lkg_100,THIN_ET_DC_RF_Imax,TOPSIN_ET_Gm_max,2_shared_node_chaining,2.0411,2.0114,1.452,0.1771,0.1976,0.0204,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0204 -- inconsistent."
TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_R_f_hr_3,TOPSIN_ET_lkg_CapFICM1,3_edge_plus_high_or_medium_conditional,2.0713,2.0522,0.92,0.1434,0.1632,0.0198,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0198 -- inconsistent."
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_C300FM1,TOPSIN_ET_Load_Pull_Id_ini,1_triangle,2.1938,2.1768,0.774,0.0373,0.057,0.0197,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0197 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,MEASURE_ET_DC_SMALL_Imax,SIN_ET_DC_RF_Gm_0,2_shared_node_chaining,2.2193,2.2025,0.756,0.0238,0.0432,0.0195,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0195 -- inconsistent."
OHMIC_ET_lkg_5,TOPSIN_ET_DC_SMALL_Vbgs1,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1158,2.0966,0.906,0.1116,0.1311,0.0195,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0195 -- inconsistent."
BRGM_ET_C100,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.2107,2.1903,0.922,0.0322,0.0514,0.0191,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0191 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,MEASURE_ET_DC_SMALL_Imax,TOPSIN_ET_DC_RF_Imax,2_shared_node_chaining,2.2606,2.2453,0.675,-0.0147,0.0038,0.0185,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0185 -- inconsistent."
MEASURE_ET_C385pf,SIN_ET_DC_RF_Vbin_gd,THIN_ET_Rc_OG142,3_edge_plus_high_or_medium_conditional,2.0543,2.0392,0.732,0.1503,0.1685,0.0183,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0183 -- inconsistent."
MEASURE_ET_DC_RF_Vt_gd,MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_R414,3_edge_plus_high_or_medium_conditional,2.1882,2.1702,0.821,0.0511,0.0694,0.0183,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0183 -- inconsistent."
MEASURE_ET_C100,MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1543,2.1391,0.704,0.0735,0.0917,0.0182,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0182 -- inconsistent."
MEASURE_ET_C100,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1116,2.0966,0.708,0.1101,0.1282,0.0181,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0181 -- inconsistent."
MEASURE_ET_C_CAT_2,MEASURE_ET_Vbkdn_Cap100,TOPSIN_ET_lkg_Cap_USV,3_edge_plus_high_or_medium_conditional,2.1325,2.1137,0.881,0.1034,0.1216,0.0181,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0181 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,THIN_ET_DC_RF_Gm_max,TOPSIN_ET_DC_RF_Imax,2_shared_node_chaining,2.2348,2.2196,0.683,0.0097,0.0276,0.0179,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0179 -- inconsistent."
ANODE_ET_Ran_con_1,TOPSIN_ET_lkg_C450pf,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.094,2.0778,0.775,0.1315,0.1492,0.0177,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0177 -- inconsistent."
FIC_ET_Gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,MEASURE_ET_RF_Modeling_Vth,2_shared_node_chaining,2.1828,2.1688,0.639,0.034,0.0517,0.0177,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0177 -- inconsistent."
FIC_ET_DC_RF_Vbgs_0p01,MEASURE_ET_Vbpin,TOPSIN_ET_C100Cap2pf,1_triangle+2_shared_node_chaining,2.038,2.016,1.077,0.1793,0.1969,0.0176,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0176 -- inconsistent."
MEASURE_ET_DC_RF_Imax_W,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.2035,2.1826,0.949,0.038,0.0555,0.0174,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0174 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,SIN_ET_DC_RF_Gm_0,TOPSIN_ET_DC_RF_Imax,2_shared_node_chaining,2.2283,2.2133,0.674,0.0154,0.0327,0.0173,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0173 -- inconsistent."
THIN_ET_lkg_100_at20V,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,2.0198,2.0028,0.842,0.1849,0.2018,0.0169,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0169 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,SIN_ET_DC_RF_Gm_0,THIN_ET_DC_RF_Gm_max,1_triangle+2_shared_node_chaining,2.2453,2.2305,0.66,0.0007,0.017,0.0164,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0164 -- inconsistent."
MEASURE_ET_RF_Modeling_Ft,THIN_ET_DC_RF_Imax,TOPSIN_ET_Gm_max,2_shared_node_chaining,2.0955,2.081,0.693,0.1184,0.1348,0.0164,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0164 -- inconsistent."
MEASURE_ET_DC_RF_Imax_W,MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,THIN_ET_DC_RF_Gm_max,2_shared_node_chaining,2.2393,2.225,0.639,0.0069,0.0229,0.0161,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0161 -- inconsistent."
MEASURE_ET_Rcat_cn_1_OW_ST,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,2.0256,2.0109,0.724,0.1799,0.1959,0.016,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0160 -- inconsistent."
FIC_ET_DC_RF_Id_gm_max,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.2079,2.1904,0.793,0.0344,0.0503,0.0159,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0159 -- inconsistent."
MEASURE_ET_DC_SEC_X_Bin,SIN_ET_DC_RF_Vg_max_Vd_0p1,THIN_ET_DC_RF_Vg_optt3,3_edge_plus_high_or_medium_conditional,2.0918,2.0686,1.108,0.1346,0.1506,0.0159,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0159 -- inconsistent."
MEASURE_ET_C300M1B_0,MEASURE_ET_LT_SEC_Id_min_mA_mm,THIN_ET_Rc_f_hr_23,1_triangle+2_shared_node_chaining,2.1417,2.1276,0.655,0.0866,0.1023,0.0157,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0157 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rcat_cn_3,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,2.0854,2.0693,0.769,0.1372,0.1529,0.0157,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0157 -- inconsistent."
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_100_at20V,TOPSIN_ET_lkg_C450pf,6_hub_triple_interaction_neighborhood,2.0781,2.0624,0.757,0.1446,0.1602,0.0156,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0156 -- inconsistent."
MEASURE_ET_Rc_an_ct2_OW_CR,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,2.0324,2.019,0.661,0.1724,0.1878,0.0154,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0154 -- inconsistent."
MEASURE_ET_RF_Modeling_Gm,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.2358,2.2209,0.665,0.009,0.0242,0.0151,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0151 -- inconsistent."
SIN_ET_DC_RF_Gm_0,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.2352,2.2198,0.688,0.0107,0.0257,0.0151,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0151 -- inconsistent."
MEASURE_ET_Rc_cat_ct2_OW_ST,THIN_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_C100CapPARCAP,3_edge_plus_high_or_medium_conditional,2.2269,2.2057,0.955,0.0206,0.0356,0.015,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0150 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.221,2.2067,0.644,0.0224,0.0371,0.0147,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0147 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rcat_cn_3,TOPSIN_ET_CapPARCAP_0,2_shared_node_chaining,2.147,2.133,0.65,0.0872,0.1019,0.0146,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0146 -- inconsistent."
THIN_ET_Rc_an_ct2_OW_CR,THIN_ET_Rcat_cn_3,TOPSIN_ET_C100CapPARCAP,3_edge_plus_high_or_medium_conditional,2.2041,2.1842,0.905,0.0397,0.0542,0.0145,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0145 -- inconsistent."
MEASURE_ET_LT_SEC_Vbgd1_Vd3,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.1406,2.1238,0.783,0.0953,0.1097,0.0144,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0144 -- inconsistent."
MEASURE_ET_Vbpin,THIN_ET_DC_RF_Imax,TOPSIN_ET_Gm_max,2_shared_node_chaining,2.0601,2.0388,1.036,0.155,0.1691,0.0141,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0141 -- inconsistent."
MEASURE_ET_Rcat_cn_1_OW_ST,THIN_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_C100CapPARCAP,3_edge_plus_high_or_medium_conditional,2.2186,2.1987,0.896,0.0268,0.0408,0.014,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0140 -- inconsistent."
MEASURE_ET_C100CapPARCAP,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,2.0635,2.0487,0.72,0.1583,0.1723,0.014,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0140 -- inconsistent."
OHMIC_ET_lkg_5,THIN_ET_DC_RF_Vp_1,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.127,2.1141,0.611,0.1008,0.1147,0.0139,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0139 -- inconsistent."
MEASURE_ET_C_CAT_2,MEASURE_ET_lkg_5,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1679,2.1543,0.623,0.0676,0.0814,0.0138,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0138 -- inconsistent."
MEASURE_ET_Vbkdn_Cap100_Long,MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1289,2.1163,0.594,0.1023,0.116,0.0137,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0137 -- inconsistent."
FIC_ET_Probe_Number,MEASURE_ET_C300FM1,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,2.1998,2.187,0.584,0.0383,0.0519,0.0137,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0137 -- inconsistent."
ANODE_ET_Ran_con_1,FIC_ET_Bad_Gates,SIN_ET_DC_RF_Vbgd_0p1,1_triangle+2_shared_node_chaining,2.1786,2.1653,0.614,0.0627,0.0763,0.0136,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0136 -- inconsistent."
OHMIC_ET_lkg_5,THIN_ET_HIRS,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1298,2.1167,0.618,0.1006,0.1142,0.0136,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0136 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_DC_RF_Vbin_gd,2_shared_node_chaining,2.0995,2.0859,0.647,0.1304,0.1437,0.0134,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0134 -- inconsistent."
FIC_ET_Rc_f_tn_23,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,2.0236,2.0118,0.582,0.1803,0.1936,0.0133,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0133 -- inconsistent."
MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,TOPSIN_ET_Cap3pf_0,2_shared_node_chaining,2.1303,2.1186,0.551,0.0989,0.112,0.0131,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0131 -- inconsistent."
MEASURE_ET_lkg_CapFICBRGM,TOPSIN_ET_Gm_max,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.2382,2.2254,0.573,0.0075,0.0206,0.0131,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0131 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1093,2.0966,0.599,0.1179,0.1309,0.013,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0130 -- inconsistent."
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_lkg_C300pf,OHMIC_ET_lkg_5,3_edge_plus_high_or_medium_conditional,2.1308,2.1198,0.512,0.0969,0.1099,0.013,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0130 -- inconsistent."
ANODE_ET_Ran_con_1,FIC_ET_Bad_Gates,TOPSIN_ET_Load_Pull_P.A.E_Last,2_shared_node_chaining,2.1725,2.1608,0.54,0.0619,0.0746,0.0127,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0127 -- inconsistent."
