parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_lkg_C300FM1,MEASURE_ET_lkg_Cap2,MEASURE_ET_lkg_CapFICM1,2_shared_node_chaining,2.1532,2.0515,4.725,0.0685,0.1647,0.0962,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0962."
MEASURE_ET_lkg_CapFICM1,THIN_ET_lkg_70_at20V,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining,2.18,2.0728,4.914,0.052,0.148,0.096,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0960."
MEASURE_ET_lkg_5,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_CapPARCAP,1_triangle+2_shared_node_chaining,2.1528,2.0441,5.05,0.0785,0.1744,0.0959,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0959."
CATHODE_ET_Rc_cat_ct2_OW_ST,MEASURE_ET_DC_RF_Max_S11_Freq_L1018,MEASURE_ET_Rc_TF_AB_2,2_shared_node_chaining,2.1749,2.0561,5.463,0.0631,0.159,0.0959,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0959."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_C300FM1,MEASURE_ET_lkg_Cap2,1_triangle+2_shared_node_chaining,2.1281,2.0237,4.905,0.0931,0.1887,0.0957,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0957."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1496,2.0332,5.415,0.0865,0.1822,0.0957,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0957."
MEASURE_ET_lkg_CapFICM1,THIN_ET_lkg_70_at20V,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.2021,2.0923,4.986,0.036,0.1317,0.0957,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0957."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,MEASURE_ET_lkg_C300FM1,2_shared_node_chaining,2.1323,2.0213,5.204,0.0979,0.1935,0.0956,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0956."
MEASURE_ET_lkg_C300FM1,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1519,2.0444,4.996,0.0793,0.1748,0.0955,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0955."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_100,MEASURE_ET_lkg_Cap2,1_triangle+2_shared_node_chaining,2.1489,2.0466,4.758,0.0731,0.1683,0.0953,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0953."
MEASURE_ET_lkg_C200,MEASURE_ET_lkg_PAD_10,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1689,2.0604,5.003,0.0642,0.1596,0.0953,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0953."
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_CapFICM1,MEASURE_ET_lkg_USV_Cap,2_shared_node_chaining,2.1734,2.0659,4.944,0.0582,0.1535,0.0953,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0953."
MEASURE_ET_lkg_CapFICM1,THIN_ET_lkg_70_at20V,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1839,2.0752,4.976,0.0521,0.1474,0.0953,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0953."
MEASURE_ET_lkg_CapFICM1,MEASURE_ET_lkg_USV_Cap,TOPSIN_ET_lkg_CapPARCAP,1_triangle+2_shared_node_chaining,2.2065,2.099,4.873,0.0318,0.127,0.0952,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0952."
MEASURE_ET_LT_SEC_Ileak_m10V_mA_mm,MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1734,2.0646,5.005,0.0609,0.1561,0.0951,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0951."
FIC_ET_lkg_SY07_10,MEASURE_ET_lkg_5,TOPSIN_ET_lkg_C500pf,1_triangle+2_shared_node_chaining,2.1233,2.011,5.293,0.1045,0.1995,0.095,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0950."
MEASURE_ET_Cap3pf,MEASURE_ET_Rc_an_ct2,OHMIC_ET_Rc_an_ct2,2_shared_node_chaining,2.166,2.0602,4.885,0.0647,0.1596,0.0948,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0948."
MEASURE_ET_lkg_5,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_C500pf,1_triangle+2_shared_node_chaining,2.1361,2.024,5.245,0.0973,0.192,0.0947,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0947."
MEASURE_ET_lkg_5,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1379,2.0311,4.995,0.086,0.1807,0.0947,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0947."
SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_C500pf,1_triangle+2_shared_node_chaining,2.1853,2.0722,5.176,0.054,0.1485,0.0946,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0946."
SIN_GATE_ET_lkg_5,THIN_ET_lkg_C20,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1558,2.0431,5.227,0.0785,0.1731,0.0946,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0946."
FIC_ET_lkg_5,MEASURE_ET_LT_SEC_Ileak_m10V_mA_mm,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1593,2.0495,5.086,0.0731,0.1676,0.0945,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0945."
CATHODE_ET_Rc_cat_ct2_OW_ST,THIN_ET_C200,TOPSIN_ET_CapPARCAP_0,2_shared_node_chaining,2.1489,2.035,5.3,0.0832,0.1775,0.0943,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0943."
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_CapFICM1,2_shared_node_chaining,2.1979,2.0918,4.83,0.0362,0.1305,0.0943,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0943."
MEASURE_ET_C300pf,MEASURE_ET_lkg_C300M1B,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1025,1.9923,5.239,0.1224,0.2166,0.0942,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0942."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_PAD_10,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1423,2.0249,5.48,0.0942,0.1884,0.0942,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0942."
MEASURE_ET_Rc_f_hr_23,THIN_ET_C200,THIN_ET_Cap_C300,2_shared_node_chaining,2.1775,2.0729,4.806,0.0555,0.1497,0.0942,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0942."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,MEASURE_ET_lkg_C300FM1,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1916,2.0853,4.854,0.0426,0.1368,0.0941,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0941."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first,THIN_ET_Ran_con_2,2_shared_node_chaining,2.2302,2.1283,4.566,0.0147,0.1086,0.094,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0940."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_C300FM1,THIN_ET_lkg_100_at20V,1_triangle+2_shared_node_chaining,2.1177,2.0031,5.411,0.1156,0.2094,0.0938,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0938."
THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.1706,2.0628,4.967,0.0651,0.1588,0.0937,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0937."
MEASURE_ET_Cap_C300M1B,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,2.1139,1.9992,5.426,0.1145,0.2082,0.0937,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0937."
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_lkg_Cap2,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.184,2.0836,4.598,0.0472,0.1408,0.0936,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0936."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first,THIN_ET_Ran_con_2,TOPSIN_ET_DC_RF_Vp_01,2_shared_node_chaining,2.2101,2.1074,4.644,0.032,0.1255,0.0936,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0936."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1593,2.0499,5.063,0.0774,0.1709,0.0935,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0935."
MEASURE_ET_lkg_5,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1507,2.0368,5.294,0.0806,0.174,0.0934,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0934."
MEASURE_ET_lkg_70_at20V,MEASURE_ET_lkg_Cap2,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.147,2.0367,5.14,0.0837,0.177,0.0934,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0934."
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_lkg_USV_Cap,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1975,2.0937,4.723,0.0387,0.1321,0.0934,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0934."
MEASURE_ET_lkg_C300FM1,TOPSIN_ET_lkg_Cap3,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1792,2.0768,4.697,0.0543,0.1477,0.0934,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0934."
MEASURE_ET_lkg_C500pf,MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_CapPARCAP,1_triangle+2_shared_node_chaining,2.1678,2.0593,5.001,0.0665,0.1599,0.0933,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0933."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_C300FM1,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1812,2.0771,4.774,0.0541,0.1473,0.0933,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0933."
MEASURE_ET_lkg_C200,MEASURE_ET_lkg_CapFICM1,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1619,2.0566,4.872,0.07,0.1632,0.0932,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0932."
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_lkg_SY07_10,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining,2.1973,2.0923,4.777,0.0434,0.1365,0.0931,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0931."
SIN_GATE_ET_lkg_5,THIN_ET_lkg_C300,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining,2.164,2.0522,5.167,0.0738,0.1668,0.093,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0930."
MEASURE_ET_lkg_C300FM1,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1761,2.0752,4.637,0.0555,0.1485,0.093,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0930."
MEASURE_ET_C300M1B,MEASURE_ET_Rc_f_hr_23,THIN_ET_Cap_C300,2_shared_node_chaining,2.1725,2.0706,4.692,0.0602,0.1531,0.093,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0930."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_C500pf,TOPSIN_ET_lkg_C500pf,2_shared_node_chaining,2.1406,2.0284,5.24,0.0957,0.1886,0.093,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0930."
MEASURE_ET_lkg_C300FM1,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_CapPARCAP,1_triangle+2_shared_node_chaining,2.2117,2.112,4.507,0.0244,0.1173,0.0929,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0929."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_C500pf,SIN_GATE_ET_lkg_5,2_shared_node_chaining,2.1005,1.9881,5.353,0.125,0.2179,0.0929,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0929."
MEASURE_ET_lkg_50_at20V,MEASURE_ET_lkg_C200,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1659,2.0612,4.834,0.0696,0.1624,0.0927,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0927."
MEASURE_ET_lkg_C300FM1,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining,2.1237,2.0138,5.174,0.1106,0.2032,0.0926,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0926."
MEASURE_ET_lkg_C300FM1,MEASURE_ET_lkg_SY07_10,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1802,2.0781,4.684,0.0547,0.1474,0.0926,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0926."
MEASURE_ET_DC_Diode_D_leak_65V,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_C500pf,2_shared_node_chaining,2.1878,2.0835,4.77,0.0517,0.1443,0.0926,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0926."
MEASURE_ET_LT_SEC_Ileak_m10V_mA_mm,MEASURE_ET_lkg_C300FB,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1783,2.0766,4.667,0.0521,0.1447,0.0926,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0926."
MEASURE_ET_lkg_CapFICM1,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1651,2.0636,4.69,0.0637,0.1562,0.0925,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0925."
MEASURE_ET_lkg_C300FM1,MEASURE_ET_lkg_SY07_10,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.2074,2.1084,4.485,0.0302,0.1227,0.0924,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0924."
MEASURE_ET_lkg_CapFICM1,THIN_ET_lkg_5,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining,2.1757,2.0763,4.569,0.0511,0.1435,0.0924,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0924."
MEASURE_ET_lkg_Cap_USV,THIN_ET_Rc_OG142,TOPSIN_ET_lkg_C500pf,1_triangle+2_shared_node_chaining,2.0269,1.9195,5.299,0.1762,0.2687,0.0924,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0924."
MEASURE_ET_LT_SEC_Ileak_m10V_mA_mm,MEASURE_ET_lkg_C300FM1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1299,2.0235,4.997,0.0991,0.1915,0.0924,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0924."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_5,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,2.1385,2.0317,4.991,0.0903,0.1827,0.0924,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0924."
MEASURE_ET_lkg_Cap2,MEASURE_ET_lkg_CapFICM1,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining,2.1757,2.0814,4.337,0.0461,0.1383,0.0922,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0922."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,MEASURE_ET_lkg_C300FM1,THIN_ET_lkg_100_at20V,2_shared_node_chaining,2.1356,2.0237,5.24,0.0977,0.1899,0.0921,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0921."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,1_triangle+2_shared_node_chaining,2.03,1.9257,5.135,0.1698,0.2619,0.092,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0920."
MEASURE_ET_lkg_C200,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.138,2.0284,5.126,0.0951,0.1871,0.092,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0920."
MEASURE_ET_DC_Diode_D_leak_65V,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.163,2.0606,4.733,0.0685,0.1605,0.092,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0920."
MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_C500pf,TOPSIN_ET_lkg_CapPARCAP,1_triangle+2_shared_node_chaining,2.1958,2.093,4.683,0.0413,0.1333,0.0919,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0919."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,THIN_ET_Ran_con_2,TOPSIN_ET_DC_RF_Vp_01,2_shared_node_chaining,2.212,2.1127,4.491,0.0288,0.1208,0.0919,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0919."
MEASURE_ET_lkg_CapFICM1,MEASURE_ET_lkg_USV_Cap,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1862,2.083,4.718,0.0486,0.1404,0.0917,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0917."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_CapFICM1,1_triangle+2_shared_node_chaining,2.1654,2.0622,4.764,0.0645,0.1561,0.0916,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0916."
MEASURE_ET_lkg_Cap2,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.1666,2.0637,4.749,0.0642,0.1558,0.0916,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0916."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_Cap2,SIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1357,2.0327,4.82,0.0889,0.1805,0.0916,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0916."
CATHODE_ET_Rc_cat_ct2_OW_ST,MEASURE_ET_Cap3pf,OHMIC_ET_Rc_an_ct2,2_shared_node_chaining,2.0889,1.9845,4.996,0.1257,0.2174,0.0916,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0916."
MEASURE_ET_lkg_10,MEASURE_ET_lkg_5,MEASURE_ET_lkg_C500pf,2_shared_node_chaining,2.1188,2.0076,5.251,0.114,0.2056,0.0916,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0916."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_Cap2,SIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.1141,2.0107,4.891,0.1049,0.1964,0.0915,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0915."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_C300FM1,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1558,2.051,4.858,0.0795,0.171,0.0915,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0915."
MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,THIN_ET_lkg_C300,2_shared_node_chaining,2.1854,2.077,4.962,0.0547,0.1462,0.0914,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0914."
MEASURE_ET_C300pf,MEASURE_ET_lkg_C300M1B,MEASURE_ET_lkg_Cap1,2_shared_node_chaining,2.1028,1.9979,4.99,0.1225,0.2137,0.0913,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0913."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_Cap2,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,2.1553,2.0531,4.744,0.0728,0.1641,0.0913,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0913."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_Cap2,1_triangle+2_shared_node_chaining,2.1718,2.0774,4.349,0.0523,0.1435,0.0912,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0912."
MEASURE_ET_lkg_C300FM1,THIN_ET_lkg_5,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.2127,2.1208,4.153,0.0183,0.1095,0.0912,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0912."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1689,2.0591,5.066,0.069,0.1601,0.0911,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0911."
MEASURE_ET_lkg_5,TOPSIN_ET_lkg_C500pf,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.138,2.0255,5.263,0.097,0.188,0.091,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0910."
MEASURE_ET_lkg_5,SIN_GATE_ET_lkg_5,THIN_ET_lkg_100_at20V,1_triangle+2_shared_node_chaining,2.142,2.027,5.369,0.0939,0.1848,0.0909,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0909."
MEASURE_ET_lkg_10,THIN_ET_lkg_100_at20V,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1556,2.0461,5.078,0.0831,0.1739,0.0908,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0908."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_USV_Cap,THIN_ET_lkg_C300,2_shared_node_chaining,2.1661,2.0612,4.845,0.069,0.1597,0.0908,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0908."
MEASURE_ET_DC_Diode_D_leak_65V,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.157,2.0503,4.947,0.0795,0.1703,0.0908,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0908."
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_Cap2,TOPSIN_ET_lkg_C300,2_shared_node_chaining,2.1816,2.0874,4.318,0.0476,0.1383,0.0907,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0907."
SIN_ET_lkg_SY8_80,SIN_GATE_ET_lkg_5,THIN_ET_lkg_50_at20V,2_shared_node_chaining,2.1598,2.0493,5.115,0.0788,0.1695,0.0907,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0907."
MEASURE_ET_lkg_5,THIN_ET_lkg_5,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1989,2.1044,4.297,0.026,0.1166,0.0906,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0906."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_Cap2,MEASURE_ET_lkg_CapFICM1,2_shared_node_chaining,2.1548,2.0574,4.518,0.0668,0.1574,0.0906,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0906."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_Cap2,TOPSIN_ET_lkg_Cap2,1_triangle+2_shared_node_chaining,2.1486,2.0481,4.677,0.0746,0.165,0.0905,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0905."
MEASURE_ET_DC_Diode_D_leak_65V,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1985,2.098,4.572,0.0392,0.1297,0.0905,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0905."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_C300FB,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.1803,2.0777,4.705,0.0549,0.1453,0.0904,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0904."
