parameter_A,parameter_B,parameter_C,channels,n_channels
MEASURE_ET_Rcat_cn_1_OW_ST,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rcat_cn_2,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rcat_cn_3,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_USV_Cappf,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Vbkdn_Cap100,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_VIA_KLV,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_Big_S12dB_10GHz,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_CF_S12_Mag_L1002,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_CF_S22_Ph_L1018,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Id_Vbon_min,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_K_W,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Max_S11_Ph_L2180,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Vbin_gs,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Vg_Vbon_min,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF2_MAG_26GHz,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF2_S11ang_26GHz,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF2_S21ang_26GHz,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF2_S22dB_26GHz,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_Ids_min_ON,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_Vbin_gs,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_Vp_1mA,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_X_Bin,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SMALL_Ids_m0p2,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SMALL_Vg_gm_max,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_Stress_Id_stress_before,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_Stress_Vp_after,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Load_Pull_GL_set,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_RF_Modeling_Ft,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_RF_Modeling_Gm,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_RF_Modeling_K,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_RF_Modeling_Ls,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_RF_Modeling_Mag_d,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_RF_Modeling_S12ang_10GHz,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_RF_Modeling_S21_25G_Before,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
OHMIC_ET_OHMC,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
OHMIC_ET_Rc_an_ct2,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
OHMIC_ET_Rsh_an_ct2,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,SIN_ET_lkg_SY8_80,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,SIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,SIN_GATE_ET_OHMC,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,SIN_GATE_ET_Ran_con_2,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,SIN_GATE_ET_Rc_an_ct2,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,SIN_GATE_ET_Rc_OG142_GN,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,SIN_GATE_ET_RGAN2,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TFRP_ET_Rc_TF_AB_2,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_C20_0,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_C200_0,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_lkg_5,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_R_4000_HOR,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_Ran_con_2,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_Rc_cat_ct2,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_Rc_f_hr_23,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_Rc_OG142,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_Rcat_cn_1,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_Rcat_cn_3,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_TF_AB_1,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_TF_AB_2,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,THIN_ET_DC_RF_Vp_1,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_C100Cap1pf,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_C100CapUSV,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_C300,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_C300pf,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_Cap_C300,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_Cap1pf,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_Cap2pf,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_Cap3pf,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_CapFICBRGM,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_CapFICM1,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_CapFICM1_0,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_CapPARCAP,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_CapPARCAP_0,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Gate_res,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_lkg_5,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_lkg_Cap_USV,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_lkg_CapPARCAP,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_lkg_SY8_80,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_R_f_hr_3,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_R514,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Rc_f_tn_23,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Rc_OG144,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_PIV_Drain_Lag_0,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_PIV_Ids0_QP3,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_PIV_Ids1_QP1,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_DC_SMALL_Vbgd_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_DC_SMALL_Vbgd1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_DC_SMALL_Vbgs1,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_DC_SMALL_Vdg_max,3_edge_plus_high_or_medium_conditional,1
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Load_Pull_Id_ini,3_edge_plus_high_or_medium_conditional,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
GATE2_CD_358nm_Gate_Leg_Length,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1
MaskSetSupplyChipsCount,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
ANODE_ET_Rc_an_ct2_OW_CR,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
CATHODE_ET_Rcat_cn_2,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
ANODE_ET_Rc_an_ct2,FIC_ET_lkg_5,MEASURE_ET_C100CapPARCAP,1_triangle,1
FIC_ET_Bad_Gates,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
FIC_ET_G_per_25,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
FIC_ET_Probe_Number,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
FIC_ET_R_f_tn_2,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
FIC_ET_Rc_f_hr_23,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
FIC_ET_Rc_f_tn_23,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_ABVIETCH,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_C100C300pf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_C100CapPARCAP,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_C100USV_Cappf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_C300FB_0,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_C300M1B_0,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_C300pf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Cap2pf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_CapPARCAP,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_CapPARCAP_0,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_lkg_100_at20V,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_lkg_5,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_R_f_hr_3,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rc_an_ct2,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rc_an_ct2_OW_CR,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rc_cat_ct2_OW_ST,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rc_f_tn_23,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rc_OG142_GN,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rc_OG144,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rcat_cn_1_OW_ST,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rcat_cn_2,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Rcat_cn_3,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_USV_Cappf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_Vbkdn_Cap100,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_VIA_KLV,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_Big_S12dB_10GHz,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_CF_S12_Mag_L1002,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_CF_S22_Ph_L1018,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Id_Vbon_min,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_K_W,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Max_S11_Ph_L2180,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_S11ang_10GHz,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Vbin_gs,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Vg_Vbon_min,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF_Vt_gd,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF2_MAG_26GHz,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF2_S11ang_26GHz,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF2_S21ang_26GHz,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_RF2_S22dB_26GHz,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_Ids_min_ON,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_Vbin_gs,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
MEASURE_ET_DC_SEC_Vp_1mA,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,1
